s0,action,reward,s2_0,done
3.0451616798796564,-1,-1.9749467196870916,1.9749467196870916,0
1.9749467196870916,1,-2.920678607137426,2.920678607137426,0
2.920678607137426,1,-4.0417702023458375,4.0417702023458375,0
1.5836058475467176,-1,-0.6573876492810802,0.6573876492810802,0
0.6573876492810802,1,-1.622037696378529,1.622037696378529,0
1.622037696378529,-1,-0.54759145372845,0.54759145372845,0
0.54759145372845,1,-1.670775772157238,1.670775772157238,0
1.670775772157238,1,-2.5676296339618903,2.5676296339618903,0
2.5676296339618903,1,-3.36827373073307,3.36827373073307,0
3.36827373073307,1,-4.31509434032706,4.31509434032706,0
4.31509434032706,-1,-3.4101747928481596,3.4101747928481596,0
3.4101747928481596,-1,-2.3111508117859776,2.3111508117859776,0
2.3111508117859776,-1,-1.3210079808773494,1.3210079808773494,0
1.3210079808773494,1,-2.365625936875245,2.365625936875245,0
2.365625936875245,1,-3.442332527675753,3.442332527675753,0
3.442332527675753,1,-4.573485615564789,4.573485615564789,0
4.573485615564789,-1,-3.4445474684251733,3.4445474684251733,0
3.4445474684251733,1,-4.452921842224701,4.452921842224701,0
4.452921842224701,1,-5.418732697853557,5.418732697853557,0
5.418732697853557,-1,-4.412865743985532,4.412865743985532,0
4.412865743985532,1,-5.431945324055795,5.431945324055795,0
5.431945324055795,1,-6.474373472773403,6.474373472773403,1
-0.21014636139445741,-1,-1.1265724097119274,-1.1265724097119274,0
-1.1265724097119274,-1,-2.1556208480834855,-2.1556208480834855,0
-2.1556208480834855,1,-1.1832013561446333,-1.1832013561446333,0
-1.1832013561446333,1,-0.17563088249257722,-0.17563088249257722,0
-0.17563088249257722,-1,-1.2390535521249535,-1.2390535521249535,0
-1.2390535521249535,-1,-2.2242082439035515,-2.2242082439035515,0
-2.2242082439035515,1,-1.088173623318645,-1.088173623318645,0
-1.088173623318645,-1,-2.1269950071040897,-2.1269950071040897,0
-2.1269950071040897,1,-1.1510514803747833,-1.1510514803747833,0
-1.1510514803747833,-1,-1.954976015643832,-1.954976015643832,0
-1.954976015643832,1,-0.9379056946538462,-0.9379056946538462,0
-0.9379056946538462,-1,-1.970248787285432,-1.970248787285432,0
-1.970248787285432,-1,-2.9198263719302577,-2.9198263719302577,0
-2.9198263719302577,-1,-3.661124415872566,-3.661124415872566,0
-3.661124415872566,-1,-4.549827110986884,-4.549827110986884,0
-4.549827110986884,-1,-5.798875489834224,-5.798875489834224,0
-5.798875489834224,-1,-6.791697840750621,-6.791697840750621,1
0.574337540329938,1,-1.9121535396699496,1.9121535396699496,0
1.9121535396699496,1,-3.0857364030368415,3.0857364030368415,0
3.0857364030368415,1,-4.06212282958332,4.06212282958332,0
4.06212282958332,-1,-3.023217769549545,3.023217769549545,0
3.023217769549545,-1,-2.1371140573386356,2.1371140573386356,0
2.1371140573386356,1,-3.108432629801141,3.108432629801141,0
3.108432629801141,-1,-2.2834860791456317,2.2834860791456317,0
2.2834860791456317,-1,-1.0981595139919045,1.0981595139919045,0
1.0981595139919045,1,-2.073823987496113,2.073823987496113,0
2.073823987496113,1,-2.915702662158455,2.915702662158455,0
2.915702662158455,1,-3.8356096304802927,3.8356096304802927,0
3.8356096304802927,-1,-2.8334471606565383,2.8334471606565383,0
2.8334471606565383,-1,-1.9047709529499235,1.9047709529499235,0
1.9047709529499235,-1,-1.0821465796068734,1.0821465796068734,0
1.0821465796068734,-1,-0.2280130617269973,0.2280130617269973,0
0.2280130617269973,1,-1.222066193209856,1.222066193209856,0
1.222066193209856,1,-2.000147777679245,2.000147777679245,0
2.000147777679245,-1,-1.0205425604284777,1.0205425604284777,0
1.0205425604284777,-1,-0.059961046370965033,0.059961046370965033,0
0.059961046370965033,-1,-1.090749031709537,-1.090749031709537,0
3.8476871557455095,-1,-2.955522931904751,2.955522931904751,0
2.955522931904751,-1,-1.7620317798583265,1.7620317798583265,0
1.7620317798583265,-1,-0.8034826427631747,0.8034826427631747,0
0.8034826427631747,1,-1.849484014264601,1.849484014264601,0
1.849484014264601,1,-2.724120879732899,2.724120879732899,0
2.724120879732899,-1,-1.6943455123676876,1.6943455123676876,0
1.6943455123676876,-1,-0.695509196758722,0.695509196758722,0
0.695509196758722,-1,-0.346817438484966,-0.346817438484966,0
-0.346817438484966,-1,-1.2762469371536935,-1.2762469371536935,0
-1.2762469371536935,1,-0.20454932749728297,-0.20454932749728297,0
-0.20454932749728297,1,-0.7576187218934551,0.7576187218934551,0
0.7576187218934551,1,-1.624761934117512,1.624761934117512,0
1.624761934117512,1,-2.5461764100219,2.5461764100219,0
2.5461764100219,-1,-1.577401337024654,1.577401337024654,0
1.577401337024654,-1,-0.6379993844120485,0.6379993844120485,0
0.6379993844120485,1,-1.4837544975546233,1.4837544975546233,0
1.4837544975546233,-1,-0.5385199556799827,0.5385199556799827,0
0.5385199556799827,1,-1.5993135535970406,1.5993135535970406,0
1.5993135535970406,-1,-0.5060664489061866,0.5060664489061866,0
0.5060664489061866,1,-1.4600635543866847,1.4600635543866847,0
4.608439275105448,-1,-3.4655248169010866,3.4655248169010866,0
3.4655248169010866,-1,-2.443840368739392,2.443840368739392,0
2.443840368739392,-1,-1.4686750987667028,1.4686750987667028,0
1.4686750987667028,1,-2.342043143566121,2.342043143566121,0
2.342043143566121,-1,-1.4382861003452765,1.4382861003452765,0
1.4382861003452765,1,-2.326572815356856,2.326572815356856,0
2.326572815356856,1,-3.4312288500360775,3.4312288500360775,0
3.4312288500360775,1,-4.370896461934994,4.370896461934994,0
4.370896461934994,1,-5.27511551640991,5.27511551640991,0
5.27511551640991,1,-6.233362832859147,6.233362832859147,1
4.136141404822871,-1,-3.178710659450247,3.178710659450247,0
3.178710659450247,-1,-2.3430127135709897,2.3430127135709897,0
2.3430127135709897,-1,-1.298670064493576,1.298670064493576,0
1.298670064493576,-1,-0.26104705179742127,0.26104705179742127,0
0.26104705179742127,1,-1.1297164459716063,1.1297164459716063,0
1.1297164459716063,1,-2.111909889635119,2.111909889635119,0
2.111909889635119,-1,-1.1462998481495599,1.1462998481495599,0
1.1462998481495599,1,-2.179339164019951,2.179339164019951,0
2.179339164019951,1,-3.268798234406024,3.268798234406024,0
3.268798234406024,1,-4.41891857308356,4.41891857308356,0
4.41891857308356,1,-5.31602781824369,5.31602781824369,0
5.31602781824369,-1,-4.072627994683364,4.072627994683364,0
4.072627994683364,-1,-3.017464508816717,3.017464508816717,0
3.017464508816717,-1,-1.7489511864422114,1.7489511864422114,0
1.7489511864422114,1,-2.8522220059894607,2.8522220059894607,0
2.8522220059894607,-1,-1.752471917217889,1.752471917217889,0
1.752471917217889,-1,-0.8289733595097817,0.8289733595097817,0
0.8289733595097817,-1,-0.2030398964235281,-0.2030398964235281,0
-0.2030398964235281,1,-0.7207069054887946,0.7207069054887946,0
0.7207069054887946,1,-1.7475250814770464,1.7475250814770464,0
-1.6208421680217997,1,-0.4593283175510564,-0.4593283175510564,0
-0.4593283175510564,1,-0.5594624343646408,0.5594624343646408,0
0.5594624343646408,1,-1.6077429260398106,1.6077429260398106,0
1.6077429260398106,1,-2.5569610277233967,2.5569610277233967,0
2.5569610277233967,1,-3.632100912351348,3.632100912351348,0
3.632100912351348,-1,-2.6645429384367505,2.6645429384367505,0
2.6645429384367505,-1,-1.601913008251868,1.601913008251868,0
1.601913008251868,1,-2.718030594556933,2.718030594556933,0
2.718030594556933,-1,-1.8092870934158334,1.8092870934158334,0
1.8092870934158334,-1,-0.8523303674694332,0.8523303674694332,0
0.8523303674694332,-1,-0.2061115312973712,-0.2061115312973712,0
-0.2061115312973712,1,-0.6983069493912988,0.6983069493912988,0
0.6983069493912988,-1,-0.3480729558615751,-0.3480729558615751,0
-0.3480729558615751,1,-0.6452887210603039,0.6452887210603039,0
0.6452887210603039,1,-1.725557169198276,1.725557169198276,0
1.725557169198276,-1,-0.6739841563867005,0.6739841563867005,0
0.6739841563867005,-1,-0.23563806573631058,-0.23563806573631058,0
-0.23563806573631058,-1,-1.123798234999496,-1.123798234999496,0
-1.123798234999496,-1,-2.145539309481245,-2.145539309481245,0
-2.145539309481245,-1,-3.2181652798182725,-3.2181652798182725,0
4.645277585163013,1,-5.691235413356823,5.691235413356823,0
5.691235413356823,-1,-4.672992807548298,4.672992807548298,0
4.672992807548298,1,-5.67675778196366,5.67675778196366,0
5.67675778196366,1,-6.57390105772077,6.57390105772077,1
-1.7229112593486153,1,-0.7275888016924646,-0.7275888016924646,0
-0.7275888016924646,-1,-1.9165430557269785,-1.9165430557269785,0
-1.9165430557269785,-1,-2.9303364249848936,-2.9303364249848936,0
-2.9303364249848936,1,-1.9191937780035038,-1.9191937780035038,0
-1.9191937780035038,1,-0.8506564780357525,-0.8506564780357525,0
-0.8506564780357525,1,-0.03016554370072301,0.03016554370072301,0
0.03016554370072301,-1,-0.9975501739964742,-0.9975501739964742,0
-0.9975501739964742,1,-0.0829346359039163,0.0829346359039163,0
0.0829346359039163,-1,-1.0430420584857538,-1.0430420584857538,0
-1.0430420584857538,1,-0.015866695221161985,-0.015866695221161985,0
-0.015866695221161985,-1,-0.8788015312018047,-0.8788015312018047,0
-0.8788015312018047,1,-0.030057342813589488,0.030057342813589488,0
0.030057342813589488,-1,-1.0283534904782217,-1.0283534904782217,0
-1.0283534904782217,-1,-1.99705825126482,-1.99705825126482,0
-1.99705825126482,1,-0.957940584614717,-0.957940584614717,0
-0.957940584614717,-1,-1.8403850426799344,-1.8403850426799344,0
-1.8403850426799344,-1,-2.9962271765619475,-2.9962271765619475,0
-2.9962271765619475,1,-2.111598132857738,-2.111598132857738,0
-2.111598132857738,1,-1.116312229457758,-1.116312229457758,0
-1.116312229457758,-1,-2.190919027105767,-2.190919027105767,0
-2.3822940950524742,1,-1.2215065204045454,-1.2215065204045454,0
-1.2215065204045454,1,-0.21952472442789794,-0.21952472442789794,0
-0.21952472442789794,1,-0.9063805165414409,0.9063805165414409,0
0.9063805165414409,1,-1.8900533899875727,1.8900533899875727,0
1.8900533899875727,1,-2.97306089011855,2.97306089011855,0
2.97306089011855,-1,-2.0208066119604156,2.0208066119604156,0
2.0208066119604156,1,-3.11696376035076,3.11696376035076,0
3.11696376035076,1,-4.192757972712671,4.192757972712671,0
4.192757972712671,1,-5.2810992131193,5.2810992131193,0
5.2810992131193,1,-6.330063440742201,6.330063440742201,1
-4.206695240968616,1,-3.187275768437781,-3.187275768437781,0
-3.187275768437781,1,-2.289844462113555,-2.289844462113555,0
-2.289844462113555,1,-1.2346599717236844,-1.2346599717236844,0
-1.2346599717236844,-1,-2.465402568726691,-2.465402568726691,0
-2.465402568726691,1,-1.446957300885213,-1.446957300885213,0
-1.446957300885213,1,-0.3881636169989561,-0.3881636169989561,0
-0.3881636169989561,-1,-1.4049879886511083,-1.4049879886511083,0
-1.4049879886511083,-1,-2.321150301943612,-2.321150301943612,0
-2.321150301943612,1,-1.372480819508401,-1.372480819508401,0
-1.372480819508401,-1,-2.287559711760573,-2.287559711760573,0
-2.287559711760573,1,-1.2524186971831306,-1.2524186971831306,0
-1.2524186971831306,1,-0.2932919980466137,-0.2932919980466137,0
-0.2932919980466137,1,-0.6358503937654142,0.6358503937654142,0
0.6358503937654142,-1,-0.33452927069515476,-0.33452927069515476,0
-0.33452927069515476,-1,-1.2045359969137097,-1.2045359969137097,0
-1.2045359969137097,-1,-2.317108194109453,-2.317108194109453,0
-2.317108194109453,-1,-3.3202575291534817,-3.3202575291534817,0
-3.3202575291534817,1,-2.313099584735404,-2.313099584735404,0
-2.313099584735404,1,-1.2634092625986801,-1.2634092625986801,0
-1.2634092625986801,-1,-2.335286410364451,-2.335286410364451,0
1.3764937524291163,1,-2.400739868988042,2.400739868988042,0
2.400739868988042,-1,-1.3207628935120863,1.3207628935120863,0
1.3207628935120863,1,-2.3170529436201606,2.3170529436201606,0
2.3170529436201606,-1,-1.3370657428027461,1.3370657428027461,0
1.3370657428027461,1,-1.993579981903841,1.993579981903841,0
1.993579981903841,1,-3.1244675569663785,3.1244675569663785,0
3.1244675569663785,1,-4.093216084129085,4.093216084129085,0
4.093216084129085,-1,-3.1849047342477452,3.1849047342477452,0
3.1849047342477452,-1,-2.275786822580018,2.275786822580018,0
2.275786822580018,1,-3.1908929474071415,3.1908929474071415,0
3.1908929474071415,1,-3.982241894336073,3.982241894336073,0
3.982241894336073,-1,-2.940375522016382,2.940375522016382,0
2.940375522016382,-1,-2.0229015123243346,2.0229015123243346,0
2.0229015123243346,-1,-1.0516409992421312,1.0516409992421312,0
1.0516409992421312,1,-2.0065710590314576,2.0065710590314576,0
2.0065710590314576,1,-3.11046555543463,3.11046555543463,0
3.11046555543463,-1,-2.1342940733258504,2.1342940733258504,0
2.1342940733258504,1,-3.0980990240208213,3.0980990240208213,0
3.0980990240208213,1,-4.09185666613888,4.09185666613888,0
4.09185666613888,-1,-3.175877111424099,3.175877111424099,0
-0.6172275510622969,-1,-1.6339689417695935,-1.6339689417695935,0
-1.6339689417695935,-1,-2.908048725000506,-2.908048725000506,0
-2.908048725000506,1,-1.957427755281677,-1.957427755281677,0
-1.957427755281677,1,-1.0253349687483353,-1.0253349687483353,0
-1.0253349687483353,1,-0.011807021946600264,0.011807021946600264,0
0.011807021946600264,1,-1.0618681182787308,1.0618681182787308,0
1.0618681182787308,1,-2.0787507907240763,2.0787507907240763,0
2.0787507907240763,1,-3.27720652036527,3.27720652036527,0
3.27720652036527,1,-4.170984409541609,4.170984409541609,0
4.170984409541609,1,-5.277413982100711,5.277413982100711,0
5.277413982100711,1,-6.364407538437777,6.364407538437777,1
-0.5342303639003383,1,-0.3946558631396208,0.3946558631396208,0
0.3946558631396208,1,-1.361098403549486,1.361098403549486,0
1.361098403549486,-1,-0.2877745176707317,0.2877745176707317,0
0.2877745176707317,1,-1.3611109953028357,1.3611109953028357,0
1.3611109953028357,-1,-0.3323407847707237,0.3323407847707237,0
0.3323407847707237,-1,-0.5962459289593511,-0.5962459289593511,0
-0.5962459289593511,-1,-1.7546218734729089,-1.7546218734729089,0
-1.7546218734729089,-1,-2.8081733240463826,-2.8081733240463826,0
-2.8081733240463826,-1,-3.72068509449645,-3.72068509449645,0
-3.72068509449645,-1,-4.741785589609503,-4.741785589609503,0
-4.741785589609503,-1,-5.62742806735495,-5.62742806735495,0
-5.62742806735495,1,-4.717594452606033,-4.717594452606033,0
-4.717594452606033,1,-3.672485278224467,-3.672485278224467,0
-3.672485278224467,-1,-4.596205718929793,-4.596205718929793,0
-4.596205718929793,1,-3.6409173202675333,-3.6409173202675333,0
-3.6409173202675333,-1,-4.698446145773657,-4.698446145773657,0
-4.698446145773657,-1,-5.6166131683094065,-5.6166131683094065,0
-5.6166131683094065,-1,-6.592647580769299,-6.592647580769299,1
0.890145792262306,1,-1.7666476445829138,1.7666476445829138,0
1.7666476445829138,1,-2.784011174915769,2.784011174915769,0
2.784011174915769,-1,-1.6981165793526092,1.6981165793526092,0
1.6981165793526092,1,-2.4620416784510235,2.4620416784510235,0
2.4620416784510235,-1,-1.403025166573234,1.403025166573234,0
1.403025166573234,1,-2.3709306508448256,2.3709306508448256,0
2.3709306508448256,1,-3.402520262203686,3.402520262203686,0
3.402520262203686,1,-4.4305068644880015,4.4305068644880015,0
4.4305068644880015,1,-5.364601958481429,5.364601958481429,0
5.364601958481429,-1,-4.3602585154686215,4.3602585154686215,0
4.3602585154686215,1,-5.342921457054272,5.342921457054272,0
5.342921457054272,-1,-4.3631625440884525,4.3631625440884525,0
4.3631625440884525,1,-5.3562337432288105,5.3562337432288105,0
5.3562337432288105,1,-6.372336442182993,6.372336442182993,1
1.4340408651494343,1,-2.2927836267804063,2.2927836267804063,0
2.2927836267804063,-1,-1.3359293157263155,1.3359293157263155,0
1.3359293157263155,-1,-0.32415185520764256,0.32415185520764256,0
0.32415185520764256,1,-1.4190059210511432,1.4190059210511432,0
1.4190059210511432,-1,-0.4548683519023453,0.4548683519023453,0
0.4548683519023453,-1,-0.3960127717756541,-0.3960127717756541,0
-0.3960127717756541,1,-0.5488705223923949,0.5488705223923949,0
0.5488705223923949,-1,-0.5999294057262046,-0.5999294057262046,0
-0.5999294057262046,1,-0.5069117137485095,0.5069117137485095,0
0.5069117137485095,1,-1.3413311054776111,1.3413311054776111,0
1.3413311054776111,-1,-0.46963759880005895,0.46963759880005895,0
0.46963759880005895,-1,-0.5012671661941308,-0.5012671661941308,0
-0.5012671661941308,1,-0.1826011882285663,0.1826011882285663,0
0.1826011882285663,-1,-0.8484069793284554,-0.8484069793284554,0
-0.8484069793284554,-1,-1.8630435138258223,-1.8630435138258223,0
-1.8630435138258223,-1,-2.983525654450017,-2.983525654450017,0
-2.983525654450017,1,-1.9588550183784017,-1.9588550183784017,0
-1.9588550183784017,1,-1.1112837035734564,-1.1112837035734564,0
-1.1112837035734564,-1,-2.1013198983132644,-2.1013198983132644,0
-2.1013198983132644,1,-0.9846564125866071,-0.9846564125866071,0
2.537353437245291,-1,-1.5385514070738953,1.5385514070738953,0
1.5385514070738953,1,-2.537190100209241,2.537190100209241,0
2.537190100209241,1,-3.4932622772553743,3.4932622772553743,0
3.4932622772553743,-1,-2.523858118726663,2.523858118726663,0
2.523858118726663,1,-3.5088791987678687,3.5088791987678687,0
3.5088791987678687,-1,-2.395278683619653,2.395278683619653,0
2.395278683619653,-1,-1.3237312252413096,1.3237312252413096,0
1.3237312252413096,-1,-0.461335646748029,0.461335646748029,0
0.461335646748029,-1,-0.6294224911711347,-0.6294224911711347,0
-0.6294224911711347,1,-0.2231416789444875,0.2231416789444875,0
0.2231416789444875,1,-1.2874175694642753,1.2874175694642753,0
1.2874175694642753,1,-2.2951837388052834,2.2951837388052834,0
2.2951837388052834,-1,-1.2820843828193234,1.2820843828193234,0
1.2820843828193234,1,-2.2838617872932585,2.2838617872932585,0
2.2838617872932585,-1,-1.385128957541125,1.385128957541125,0
1.385128957541125,-1,-0.4641117273028073,0.4641117273028073,0
0.4641117273028073,1,-1.3854444063069666,1.3854444063069666,0
1.3854444063069666,1,-2.3149773602817243,2.3149773602817243,0
2.3149773602817243,-1,-1.3179343827760799,1.3179343827760799,0
1.3179343827760799,-1,-0.1833987478503745,0.1833987478503745,0
1.258546115657225,1,-2.339048140589315,2.339048140589315,0
2.339048140589315,1,-3.419705818840802,3.419705818840802,0
3.419705818840802,1,-4.41420448890063,4.41420448890063,0
4.41420448890063,-1,-3.2693979794185952,3.2693979794185952,0
3.2693979794185952,1,-4.319608279269291,4.319608279269291,0
4.319608279269291,-1,-3.1457019796800365,3.1457019796800365,0
3.1457019796800365,-1,-2.2988345661777783,2.2988345661777783,0
2.2988345661777783,-1,-1.4009218701138069,1.4009218701138069,0
1.4009218701138069,1,-2.374985733192845,2.374985733192845,0
2.374985733192845,-1,-1.1848375128332775,1.1848375128332775,0
1.1848375128332775,-1,-0.22846765113658668,0.22846765113658668,0
0.22846765113658668,-1,-0.790702185845494,-0.790702185845494,0
-0.790702185845494,-1,-1.9160927056613766,-1.9160927056613766,0
-1.9160927056613766,1,-0.9532052277575256,-0.9532052277575256,0
-0.9532052277575256,1,-0.07160683217040113,0.07160683217040113,0
0.07160683217040113,-1,-0.8318461563347128,-0.8318461563347128,0
-0.8318461563347128,-1,-1.8203062451703356,-1.8203062451703356,0
-1.8203062451703356,-1,-2.911628597875515,-2.911628597875515,0
-2.911628597875515,-1,-3.826033746718706,-3.826033746718706,0
-3.826033746718706,-1,-4.716750609676938,-4.716750609676938,0
-4.990096354033535,1,-3.855861527023918,-3.855861527023918,0
-3.855861527023918,1,-2.7897738827657874,-2.7897738827657874,0
-2.7897738827657874,-1,-3.7972616691147927,-3.7972616691147927,0
-3.7972616691147927,1,-2.665288716179163,-2.665288716179163,0
-2.665288716179163,1,-1.620557373217895,-1.620557373217895,0
-1.620557373217895,1,-0.6590275610238245,-0.6590275610238245,0
-0.6590275610238245,-1,-1.8019948568712119,-1.8019948568712119,0
-1.8019948568712119,1,-0.785280383210307,-0.785280383210307,0
-0.785280383210307,-1,-1.8605558909325037,-1.8605558909325037,0
-1.8605558909325037,1,-0.7897547958271665,-0.7897547958271665,0
-0.7897547958271665,-1,-1.7722137825705806,-1.7722137825705806,0
-1.7722137825705806,1,-0.7279985536343855,-0.7279985536343855,0
-0.7279985536343855,-1,-1.7614611679348353,-1.7614611679348353,0
-1.7614611679348353,1,-0.7443127449712115,-0.7443127449712115,0
-0.7443127449712115,1,-0.3592039533435834,0.3592039533435834,0
0.3592039533435834,-1,-0.7202048593539286,-0.7202048593539286,0
-0.7202048593539286,1,-0.12534072105591923,0.12534072105591923,0
0.12534072105591923,-1,-0.9456266221736935,-0.9456266221736935,0
-0.9456266221736935,-1,-1.9418216849394163,-1.9418216849394163,0
-1.9418216849394163,-1,-2.9044194199290567,-2.9044194199290567,0
-3.7886306099342235,1,-2.874572068624348,-2.874572068624348,0
-2.874572068624348,-1,-3.9786594861986693,-3.9786594861986693,0
-3.9786594861986693,1,-2.82225252473167,-2.82225252473167,0
-2.82225252473167,1,-1.7230957906765638,-1.7230957906765638,0
-1.7230957906765638,-1,-2.7471185196399426,-2.7471185196399426,0
-2.7471185196399426,1,-1.7172988990020082,-1.7172988990020082,0
-1.7172988990020082,-1,-2.691731623657566,-2.691731623657566,0
-2.691731623657566,-1,-3.709790112510625,-3.709790112510625,0
-3.709790112510625,1,-2.536008973893856,-2.536008973893856,0
-2.536008973893856,1,-1.5084512701864285,-1.5084512701864285,0
-1.5084512701864285,-1,-2.41039735574985,-2.41039735574985,0
-2.41039735574985,-1,-3.3455256237216737,-3.3455256237216737,0
-3.3455256237216737,1,-2.340776514557712,-2.340776514557712,0
-2.340776514557712,1,-1.4110159555825141,-1.4110159555825141,0
-1.4110159555825141,1,-0.30699066548253484,-0.30699066548253484,0
-0.30699066548253484,1,-0.8767154720828827,0.8767154720828827,0
0.8767154720828827,1,-1.7796852381744417,1.7796852381744417,0
1.7796852381744417,1,-2.738937935747081,2.738937935747081,0
2.738937935747081,-1,-1.811391515704605,1.811391515704605,0
1.811391515704605,-1,-0.8088787423152283,0.8088787423152283,0
-2.161863665497643,-1,-3.227534360974406,-3.227534360974406,0
-3.227534360974406,-1,-4.223140291572615,-4.223140291572615,0
-4.223140291572615,1,-3.222289344060103,-3.222289344060103,0
-3.222289344060103,1,-2.0639319661480022,-2.0639319661480022,0
-2.0639319661480022,1,-1.176616342007499,-1.176616342007499,0
-1.176616342007499,-1,-2.173395899470882,-2.173395899470882,0
-2.173395899470882,-1,-3.1260008086887363,-3.1260008086887363,0
-3.1260008086887363,1,-2.271328916583592,-2.271328916583592,0
-2.271328916583592,-1,-3.178829729289426,-3.178829729289426,0
-3.178829729289426,1,-2.2070715003957004,-2.2070715003957004,0
-2.2070715003957004,1,-1.2072250058481127,-1.2072250058481127,0
-1.2072250058481127,1,-0.23110192297950258,-0.23110192297950258,0
-0.23110192297950258,-1,-1.2675079410364842,-1.2675079410364842,0
-1.2675079410364842,-1,-2.1750108612245285,-2.1750108612245285,0
-2.1750108612245285,-1,-3.1862476419648282,-3.1862476419648282,0
-3.1862476419648282,1,-2.2325652262083198,-2.2325652262083198,0
-2.2325652262083198,-1,-3.144568569774918,-3.144568569774918,0
-3.144568569774918,1,-2.057898370339968,-2.057898370339968,0
-2.057898370339968,1,-1.0768846343284966,-1.0768846343284966,0
-1.0768846343284966,-1,-2.1880954174533014,-2.1880954174533014,0
2.6911610975231053,-1,-1.861012415717926,1.861012415717926,0
1.861012415717926,-1,-0.847668294336853,0.847668294336853,0
0.847668294336853,-1,-0.19335882713344132,-0.19335882713344132,0
-0.19335882713344132,-1,-1.1337533946239606,-1.1337533946239606,0
-1.1337533946239606,-1,-2.1403330185426257,-2.1403330185426257,0
-2.1403330185426257,-1,-3.1169247770004724,-3.1169247770004724,0
-3.1169247770004724,1,-2.0996473062734897,-2.0996473062734897,0
-2.0996473062734897,-1,-3.144781350242979,-3.144781350242979,0
-3.144781350242979,-1,-4.300865853273737,-4.300865853273737,0
-4.300865853273737,-1,-5.264203388892158,-5.264203388892158,0
-5.264203388892158,-1,-6.287465567834094,-6.287465567834094,1
1.6183894576866606,-1,-0.4442501180345706,0.4442501180345706,0
0.4442501180345706,-1,-0.6276630908314071,-0.6276630908314071,0
-0.6276630908314071,1,-0.4837922959081105,0.4837922959081105,0
0.4837922959081105,1,-1.4513627411262873,1.4513627411262873,0
1.4513627411262873,-1,-0.5111872549476763,0.5111872549476763,0
0.5111872549476763,1,-1.499483965139549,1.499483965139549,0
1.499483965139549,1,-2.5895749184912615,2.5895749184912615,0
2.5895749184912615,-1,-1.7796288924493664,1.7796288924493664,0
1.7796288924493664,-1,-0.7424365669185083,0.7424365669185083,0
0.7424365669185083,-1,-0.3310357737819355,-0.3310357737819355,0
-0.3310357737819355,1,-0.8903063157709278,0.8903063157709278,0
0.8903063157709278,1,-1.7657679273099476,1.7657679273099476,0
1.7657679273099476,-1,-0.6641454632565923,0.6641454632565923,0
0.6641454632565923,1,-1.850315913774067,1.850315913774067,0
1.850315913774067,1,-2.7819612287760593,2.7819612287760593,0
2.7819612287760593,1,-3.7238343175781012,3.7238343175781012,0
3.7238343175781012,-1,-2.74181414096231,2.74181414096231,0
2.74181414096231,1,-3.839867728247019,3.839867728247019,0
3.839867728247019,-1,-2.690031506980999,2.690031506980999,0
2.690031506980999,1,-3.540027719329668,3.540027719329668,0
-3.570361935972045,1,-2.504785089559931,-2.504785089559931,0
-2.504785089559931,-1,-3.464091528479897,-3.464091528479897,0
-3.464091528479897,1,-2.324420279169437,-2.324420279169437,0
-2.324420279169437,1,-1.4958857848465064,-1.4958857848465064,0
-1.4958857848465064,1,-0.5742763500938192,-0.5742763500938192,0
-0.5742763500938192,-1,-1.5201757403423128,-1.5201757403423128,0
-1.5201757403423128,-1,-2.6409682572314863,-2.6409682572314863,0
-2.6409682572314863,1,-1.7947830273811414,-1.7947830273811414,0
-1.7947830273811414,1,-0.8496464293922569,-0.8496464293922569,0
-0.8496464293922569,-1,-2.0114848979933164,-2.0114848979933164,0
-2.0114848979933164,-1,-3.113167479885748,-3.113167479885748,0
-3.113167479885748,-1,-4.139100864536639,-4.139100864536639,0
-4.139100864536639,1,-3.2256726358956933,-3.2256726358956933,0
-3.2256726358956933,-1,-4.2305532077131645,-4.2305532077131645,0
-4.2305532077131645,1,-3.0980461127607333,-3.0980461127607333,0
-3.0980461127607333,1,-2.0643917863280983,-2.0643917863280983,0
-2.0643917863280983,-1,-2.8737312692829255,-2.8737312692829255,0
-2.8737312692829255,1,-2.02482949583934,-2.02482949583934,0
-2.02482949583934,1,-0.9841831808525604,-0.9841831808525604,0
-0.9841831808525604,-1,-2.0136699841437316,-2.0136699841437316,0
3.389721009981141,1,-4.4990695838902015,4.4990695838902015,0
4.4990695838902015,1,-5.625942370498932,5.625942370498932,0
5.625942370498932,1,-6.61783856943766,6.61783856943766,1
1.9205261559643763,1,-2.9979260712588034,2.9979260712588034,0
2.9979260712588034,-1,-2.0895209727825534,2.0895209727825534,0
2.0895209727825534,1,-2.9386509386375925,2.9386509386375925,0
2.9386509386375925,1,-4.014167598591438,4.014167598591438,0
4.014167598591438,1,-4.926277325692104,4.926277325692104,0
4.926277325692104,-1,-4.056216041880293,4.056216041880293,0
4.056216041880293,-1,-3.0029379661293016,3.0029379661293016,0
3.0029379661293016,-1,-1.9878786007606557,1.9878786007606557,0
1.9878786007606557,1,-2.8876586193610927,2.8876586193610927,0
2.8876586193610927,-1,-1.6514553072191265,1.6514553072191265,0
1.6514553072191265,-1,-0.602514144855409,0.602514144855409,0
0.602514144855409,1,-1.469376154679318,1.469376154679318,0
1.469376154679318,-1,-0.49564446615623614,0.49564446615623614,0
0.49564446615623614,-1,-0.34129203469865504,-0.34129203469865504,0
