s0,action,reward,s2_0,done
-2.8820284448359104,1,-1.9037681614914472,-1.9037681614914472,0
-1.9037681614914472,1,-0.8455993050188307,-0.8455993050188307,0
-0.8455993050188307,1,-0.08234927181059944,0.08234927181059944,0
0.08234927181059944,-1,-0.7786147693808216,-0.7786147693808216,0
-0.7786147693808216,1,-0.3649362254568067,0.3649362254568067,0
0.3649362254568067,1,-1.4070433223113465,1.4070433223113465,0
1.4070433223113465,-1,-0.31389839128655644,0.31389839128655644,0
0.31389839128655644,-1,-0.7311404670968712,-0.7311404670968712,0
-0.7311404670968712,-1,-1.7971800207917137,-1.7971800207917137,0
-1.7971800207917137,-1,-2.740162805721735,-2.740162805721735,0
-2.740162805721735,-1,-3.8941460726422408,-3.8941460726422408,0
-3.8941460726422408,1,-2.930486996737623,-2.930486996737623,0
-2.930486996737623,-1,-3.9786929706526935,-3.9786929706526935,0
-3.9786929706526935,-1,-4.965401657051301,-4.965401657051301,0
-4.965401657051301,1,-4.200088551292504,-4.200088551292504,0
-4.200088551292504,1,-3.0897611113156485,-3.0897611113156485,0
-3.0897611113156485,1,-2.105197239759425,-2.105197239759425,0
-2.105197239759425,-1,-3.0845713680904985,-3.0845713680904985,0
-3.0845713680904985,1,-1.9552155547982433,-1.9552155547982433,0
-1.9552155547982433,-1,-2.9409697628280496,-2.9409697628280496,0
-3.932832490994911,1,-3.0306151149089935,-3.0306151149089935,0
-3.0306151149089935,-1,-4.285965962551027,-4.285965962551027,0
-4.285965962551027,-1,-5.343910440342334,-5.343910440342334,0
-5.343910440342334,-1,-6.443071927936298,-6.443071927936298,1
-1.5674529566740683,-1,-2.659791934217755,-2.659791934217755,0
-2.659791934217755,-1,-3.601990672701831,-3.601990672701831,0
-3.601990672701831,1,-2.538555818207602,-2.538555818207602,0
-2.538555818207602,-1,-3.6029296055343583,-3.6029296055343583,0
-3.6029296055343583,-1,-4.663188046356086,-4.663188046356086,0
-4.663188046356086,-1,-5.66765202478108,-5.66765202478108,0
-5.66765202478108,1,-4.716959269968262,-4.716959269968262,0
-4.716959269968262,-1,-5.703690662567682,-5.703690662567682,0
-5.703690662567682,-1,-6.722081914380138,-6.722081914380138,1
4.193608123098752,1,-5.130296672850536,5.130296672850536,0
5.130296672850536,1,-6.021658117301296,6.021658117301296,1
-1.9869154910349005,-1,-3.066028185842352,-3.066028185842352,0
-3.066028185842352,-1,-4.155521739046289,-4.155521739046289,0
-4.155521739046289,-1,-4.994143294999112,-4.994143294999112,0
-4.994143294999112,-1,-6.189694060023094,-6.189694060023094,1
2.059775335664261,-1,-1.030582011121009,1.030582011121009,0
1.030582011121009,-1,-0.1715466155149582,0.1715466155149582,0
0.1715466155149582,1,-1.0888390356267748,1.0888390356267748,0
1.0888390356267748,1,-2.136601967087017,2.136601967087017,0
2.136601967087017,1,-3.158787655823982,3.158787655823982,0
3.158787655823982,1,-4.213952172072892,4.213952172072892,0
4.213952172072892,-1,-3.226367653482729,3.226367653482729,0
3.226367653482729,1,-4.055220973005127,4.055220973005127,0
4.055220973005127,1,-5.073231400195878,5.073231400195878,0
5.073231400195878,-1,-4.112839795085235,4.112839795085235,0
4.112839795085235,-1,-3.184715974599264,3.184715974599264,0
3.184715974599264,1,-4.268393403123916,4.268393403123916,0
4.268393403123916,-1,-3.275526799680084,3.275526799680084,0
3.275526799680084,-1,-2.409766462250029,2.409766462250029,0
2.409766462250029,-1,-1.2144080393747267,1.2144080393747267,0
1.2144080393747267,-1,-0.3211297753369708,0.3211297753369708,0
0.3211297753369708,1,-1.1340737040347104,1.1340737040347104,0
1.1340737040347104,-1,-0.036601510441442164,0.036601510441442164,0
0.036601510441442164,-1,-0.9275078661891042,-0.9275078661891042,0
-0.9275078661891042,1,-0.030183051447547363,-0.030183051447547363,0
0.8460291849792103,-1,-0.23337147406302092,-0.23337147406302092,0
-0.23337147406302092,-1,-1.3401639262073635,-1.3401639262073635,0
-1.3401639262073635,1,-0.495951999760507,-0.495951999760507,0
-0.495951999760507,1,-0.5396612453849281,0.5396612453849281,0
0.5396612453849281,-1,-0.5389648776325756,-0.5389648776325756,0
-0.5389648776325756,1,-0.527861869563727,0.527861869563727,0
0.527861869563727,1,-1.4801003416060756,1.4801003416060756,0
1.4801003416060756,1,-2.4487064084794765,2.4487064084794765,0
2.4487064084794765,1,-3.4720537590374394,3.4720537590374394,0
3.4720537590374394,-1,-2.4961742767284503,2.4961742767284503,0
2.4961742767284503,1,-3.5381199936377934,3.5381199936377934,0
3.5381199936377934,1,-4.543518444689823,4.543518444689823,0
4.543518444689823,1,-5.446012583952963,5.446012583952963,0
5.446012583952963,1,-6.592182608202581,6.592182608202581,1
-3.12115901054291,-1,-4.14769040429483,-4.14769040429483,0
-4.14769040429483,1,-3.194003831825373,-3.194003831825373,0
-3.194003831825373,1,-2.26082040113141,-2.26082040113141,0
-2.26082040113141,-1,-3.17236678577366,-3.17236678577366,0
-3.17236678577366,-1,-3.880244026975034,-3.880244026975034,0
-3.880244026975034,1,-2.9285834028147195,-2.9285834028147195,0
-2.9285834028147195,1,-1.8060706030523408,-1.8060706030523408,0
-1.8060706030523408,-1,-2.865032192704627,-2.865032192704627,0
-2.865032192704627,1,-1.7686576334657182,-1.7686576334657182,0
-1.7686576334657182,1,-0.6800052672893432,-0.6800052672893432,0
-0.6800052672893432,-1,-1.6515392352695686,-1.6515392352695686,0
-1.6515392352695686,1,-0.6821978945472749,-0.6821978945472749,0
-0.6821978945472749,-1,-1.6235330062771824,-1.6235330062771824,0
-1.6235330062771824,1,-0.730057128706749,-0.730057128706749,0
-0.730057128706749,1,-0.0952915694357806,0.0952915694357806,0
0.0952915694357806,-1,-0.7799714502462949,-0.7799714502462949,0
-0.7799714502462949,1,-0.3183462130373992,0.3183462130373992,0
0.3183462130373992,1,-1.3278985530153047,1.3278985530153047,0
1.3278985530153047,-1,-0.354122717500219,0.354122717500219,0
0.354122717500219,-1,-0.7673393636852257,-0.7673393636852257,0
-3.652361453305714,-1,-4.826390770563089,-4.826390770563089,0
-4.826390770563089,1,-3.9835183681932587,-3.9835183681932587,0
-3.9835183681932587,1,-2.911527802245523,-2.911527802245523,0
-2.911527802245523,-1,-3.925954784856409,-3.925954784856409,0
-3.925954784856409,1,-2.995582073546105,-2.995582073546105,0
-2.995582073546105,-1,-4.087672755788959,-4.087672755788959,0
-4.087672755788959,1,-3.2892546282789676,-3.2892546282789676,0
