episode,t,x,action,x2,reward,done
22,2,2.131697108202123,1,3.1253665700045516,-3.1253665700045516,0
22,3,3.1253665700045516,1,4.0086984549023965,-4.0086984549023965,0
22,4,4.0086984549023965,1,5.0619306217428095,-5.0619306217428095,0
22,5,5.0619306217428095,1,6.1757403005894504,-6.1757403005894504,1
23,1,-3.194669745426043,-1,-4.191337664811773,-4.191337664811773,0
23,2,-4.191337664811773,-1,-5.155156606740503,-5.155156606740503,0
23,3,-5.155156606740503,-1,-6.0096411719873535,-6.0096411719873535,1
24,1,2.401838784271545,1,3.436459331973807,-3.436459331973807,0
24,2,3.436459331973807,1,4.529589176837703,-4.529589176837703,0
24,3,4.529589176837703,1,5.621959599454165,-5.621959599454165,0
24,4,5.621959599454165,1,6.601410153039058,-6.601410153039058,1
25,1,-4.294292369942987,-1,-5.327325638589998,-5.327325638589998,0
25,2,-5.327325638589998,-1,-6.34486886184364,-6.34486886184364,1
26,1,2.528616419030513,1,3.324250939281909,-3.324250939281909,0
26,2,3.324250939281909,1,4.2412519645664455,-4.2412519645664455,0
26,3,4.2412519645664455,1,5.210894184205781,-5.210894184205781,0
26,4,5.210894184205781,1,6.621442297064729,-6.621442297064729,1
27,1,0.9734891828505967,1,1.8748371298910838,-1.8748371298910838,0
27,2,1.8748371298910838,1,2.872988198305243,-2.872988198305243,0
27,3,2.872988198305243,1,3.9362628615894546,-3.9362628615894546,0
27,4,3.9362628615894546,1,4.886306514850986,-4.886306514850986,0
27,5,4.886306514850986,1,5.92802806546243,-5.92802806546243,0
27,6,5.92802806546243,1,6.975664668565098,-6.975664668565098,1
28,1,-2.5475266033812716,-1,-3.4800209444024715,-3.4800209444024715,0
28,2,-3.4800209444024715,-1,-4.441592730985934,-4.441592730985934,0
28,3,-4.441592730985934,-1,-5.731518898312322,-5.731518898312322,0
28,4,-5.731518898312322,-1,-6.5336315172365556,-6.5336315172365556,1
29,1,0.12502874507805206,-1,-0.7700507884067024,-0.7700507884067024,0
29,2,-0.7700507884067024,-1,-2.1378513592038324,-2.1378513592038324,0
29,3,-2.1378513592038324,-1,-3.0321864167175616,-3.0321864167175616,0
29,4,-3.0321864167175616,-1,-4.042656972534634,-4.042656972534634,0
29,5,-4.042656972534634,-1,-4.8692582268994435,-4.8692582268994435,0
29,6,-4.8692582268994435,-1,-5.99299967352923,-5.99299967352923,0
29,7,-5.99299967352923,-1,-7.028929295734089,-7.028929295734089,1
30,1,-1.9908234107814735,-1,-3.0164786618216657,-3.0164786618216657,0
30,2,-3.0164786618216657,-1,-3.9994966852451066,-3.9994966852451066,0
30,3,-3.9994966852451066,-1,-4.906799440489377,-4.906799440489377,0
30,4,-4.906799440489377,-1,-5.848464505952991,-5.848464505952991,0
30,5,-5.848464505952991,-1,-6.836036382366879,-6.836036382366879,1
31,1,1.443211063948894,1,2.5160460476497786,-2.5160460476497786,0
31,2,2.5160460476497786,1,3.5607625170552444,-3.5607625170552444,0
31,3,3.5607625170552444,1,4.591658889259153,-4.591658889259153,0
31,4,4.591658889259153,1,5.434911995512617,-5.434911995512617,0
31,5,5.434911995512617,1,6.546693001593816,-6.546693001593816,1
32,1,-3.9946226274726238,-1,-4.995273719260567,-4.995273719260567,0
32,2,-4.995273719260567,-1,-6.0404331146962456,-6.0404331146962456,1
33,1,-2.5151467317758835,-1,-3.454418825516777,-3.454418825516777,0
33,2,-3.454418825516777,-1,-4.430635558684955,-4.430635558684955,0
33,3,-4.430635558684955,-1,-5.308641050373197,-5.308641050373197,0
33,4,-5.308641050373197,-1,-6.109668339669113,-6.109668339669113,1
34,1,1.2217499597021844,1,2.4047221956881333,-2.4047221956881333,0
34,2,2.4047221956881333,1,3.399391027469952,-3.399391027469952,0
34,3,3.399391027469952,1,4.1558697538090525,-4.1558697538090525,0
34,4,4.1558697538090525,1,5.176591318017231,-5.176591318017231,0
34,5,5.176591318017231,1,5.968033504846777,-5.968033504846777,0
34,6,5.968033504846777,1,7.013266297945135,-7.013266297945135,1
35,1,-2.921288235224464,-1,-3.8531392355473,-3.8531392355473,0
35,2,-3.8531392355473,-1,-4.73117259510961,-4.73117259510961,0
35,3,-4.73117259510961,-1,-5.785011479984053,-5.785011479984053,0
35,4,-5.785011479984053,-1,-6.641963148431409,-6.641963148431409,1
36,1,2.7577660563272204,1,3.603439556096438,-3.603439556096438,0
36,2,3.603439556096438,1,4.526182816722801,-4.526182816722801,0
36,3,4.526182816722801,1,5.466669901497246,-5.466669901497246,0
36,4,5.466669901497246,1,6.420470244897235,-6.420470244897235,1
37,1,4.744129122242027,1,5.670535336553701,-5.670535336553701,0
37,2,5.670535336553701,1,6.583308158090005,-6.583308158090005,1
38,1,-4.763057808392937,-1,-5.699469757666688,-5.699469757666688,0
38,2,-5.699469757666688,-1,-6.578589370351369,-6.578589370351369,1
39,1,-1.0785331400653844,-1,-1.9543269133561165,-1.9543269133561165,0
39,2,-1.9543269133561165,-1,-3.1000228618078873,-3.1000228618078873,0
39,3,-3.1000228618078873,-1,-4.0852581274183635,-4.0852581274183635,0
39,4,-4.0852581274183635,-1,-4.955067319311877,-4.955067319311877,0
39,5,-4.955067319311877,-1,-5.88967943815574,-5.88967943815574,0
39,6,-5.88967943815574,-1,-6.979786627114225,-6.979786627114225,1
40,1,0.9886903179878992,1,2.016552699692275,-2.016552699692275,0
40,2,2.016552699692275,1,3.0409327157887103,-3.0409327157887103,0
40,3,3.0409327157887103,1,3.938887808885671,-3.938887808885671,0
40,4,3.938887808885671,1,4.861573938011024,-4.861573938011024,0
40,5,4.861573938011024,1,5.9610688646627406,-5.9610688646627406,0
40,6,5.9610688646627406,1,6.865360567221785,-6.865360567221785,1
41,1,-0.1548422773910687,-1,-1.262125323776581,-1.262125323776581,0
41,2,-1.262125323776581,-1,-2.109810644360333,-2.109810644360333,0
41,3,-2.109810644360333,-1,-3.0255930914035014,-3.0255930914035014,0
41,4,-3.0255930914035014,-1,-4.162053135757834,-4.162053135757834,0
41,5,-4.162053135757834,-1,-5.166354190955722,-5.166354190955722,0
41,6,-5.166354190955722,-1,-6.083397339277118,-6.083397339277118,1
42,1,-1.6335216277482978,-1,-2.6760205095657583,-2.6760205095657583,0
42,2,-2.6760205095657583,-1,-3.74348428800891,-3.74348428800891,0
42,3,-3.74348428800891,-1,-4.746985362814824,-4.746985362814824,0
42,4,-4.746985362814824,-1,-5.755438893407236,-5.755438893407236,0
42,5,-5.755438893407236,-1,-6.65972554968751,-6.65972554968751,1
43,1,4.411381325821621,1,5.135193332605427,-5.135193332605427,0
43,2,5.135193332605427,1,6.144170722781976,-6.144170722781976,1
44,1,2.850398903561021,1,3.767988842578657,-3.767988842578657,0
44,2,3.767988842578657,1,4.650953860191623,-4.650953860191623,0
44,3,4.650953860191623,1,5.743748528862055,-5.743748528862055,0
44,4,5.743748528862055,1,6.827490965592744,-6.827490965592744,1
45,1,-0.016023371298369504,-1,-1.0657574833927477,-1.0657574833927477,0
45,2,-1.0657574833927477,-1,-1.9238664749685772,-1.9238664749685772,0
45,3,-1.9238664749685772,-1,-2.8837833968538384,-2.8837833968538384,0
45,4,-2.8837833968538384,-1,-3.837339710161898,-3.837339710161898,0
45,5,-3.837339710161898,-1,-4.872525656472439,-4.872525656472439,0
45,6,-4.872525656472439,-1,-5.879289735441932,-5.879289735441932,0
45,7,-5.879289735441932,-1,-7.0844260267141115,-7.0844260267141115,1
46,1,-3.818991490072844,-1,-4.969959545936298,-4.969959545936298,0
46,2,-4.969959545936298,-1,-5.98588309891453,-5.98588309891453,0
46,3,-5.98588309891453,-1,-6.9140462430278955,-6.9140462430278955,1
47,1,4.6356656455945195,1,5.464465315650023,-5.464465315650023,0
47,2,5.464465315650023,1,6.657612274452415,-6.657612274452415,1
48,1,-3.469493719122516,-1,-4.641272296307323,-4.641272296307323,0
48,2,-4.641272296307323,-1,-5.654728281747812,-5.654728281747812,0
48,3,-5.654728281747812,-1,-6.678951496962329,-6.678951496962329,1
49,1,1.4921905090030805,1,2.2744015160961073,-2.2744015160961073,0
49,2,2.2744015160961073,1,3.11569765854401,-3.11569765854401,0
49,3,3.11569765854401,1,4.149955584894529,-4.149955584894529,0
49,4,4.149955584894529,1,5.165861492140747,-5.165861492140747,0
49,5,5.165861492140747,1,6.173899962882355,-6.173899962882355,1
50,1,2.5375268206553416,1,3.4772058904196324,-3.4772058904196324,0
50,2,3.4772058904196324,1,4.456945606405992,-4.456945606405992,0
50,3,4.456945606405992,1,5.4928472386752265,-5.4928472386752265,0
50,4,5.4928472386752265,1,6.590743566652358,-6.590743566652358,1
