Mode,Density,Speed,Node_ID,Failed_Node,Failure_Count,Transmit_Count,Failure_Rate
기존,고밀도,고속,17,node[142],14,15513,0.09024688970540837
기존,고밀도,고속,17,node[17],299,15513,1.9274157158512213
기존,고밀도,고속,17,node[95],89,15513,0.573712370270096
기존,고밀도,고속,17,node[151],179,15513,1.1538709469477213
기존,고밀도,고속,17,node[169],35,15513,0.2256172242635209
기존,고밀도,고속,17,node[103],95,15513,0.612389608715271
기존,고밀도,고속,17,node[18],180,15513,1.1603171533552505
기존,고밀도,고속,17,node[74],43,15513,0.2771868755237543
기존,고밀도,고속,17,node[62],84,15513,0.5414813382324501
기존,고밀도,고속,17,node[24],77,15513,0.496357893379746
기존,고밀도,고속,17,node[120],6,15513,0.03867723844517501
기존,고밀도,고속,17,node[136],47,15513,0.30297170115387095
기존,고밀도,고속,17,node[125],37,15513,0.23850963707857925
기존,고밀도,고속,17,node[67],155,15513,0.9991619931670211
기존,고밀도,고속,17,node[180],4,15513,0.02578482563011668
기존,고밀도,고속,17,node[140],136,15513,0.8766840714239671
기존,고밀도,고속,17,node[213],129,15513,0.8315606265712628
기존,고밀도,고속,17,node[191],57,15513,0.3674337652291626
기존,고밀도,고속,17,node[331],17,15513,0.10958550892799589
기존,고밀도,고속,17,node[50],1,15513,0.00644620640752917
기존,고밀도,고속,17,node[243],16,15513,0.10313930252046671
기존,고밀도,고속,17,node[242],78,15513,0.5028040997872751
기존,고밀도,고속,17,node[98],44,15513,0.28363308193128345
기존,고밀도,고속,17,node[186],19,15513,0.12247792174305422
기존,고밀도,고속,17,node[249],27,15513,0.17404757300328758
기존,고밀도,고속,17,node[162],16,15513,0.10313930252046671
기존,고밀도,고속,17,node[223],43,15513,0.2771868755237543
기존,고밀도,고속,17,node[51],34,15513,0.21917101785599177
기존,고밀도,고속,17,node[155],13,15513,0.08380068329787921
기존,고밀도,고속,17,node[130],65,15513,0.419003416489396
기존,고밀도,고속,17,node[281],56,15513,0.36098755882163347
기존,고밀도,고속,17,node[56],19,15513,0.12247792174305422
기존,고밀도,고속,17,node[33],10,15513,0.06446206407529169
기존,고밀도,고속,17,node[260],107,15513,0.6897440856056211
기존,고밀도,고속,17,node[327],33,15513,0.2127248114484626
기존,고밀도,고속,17,node[244],37,15513,0.23850963707857925
기존,고밀도,고속,17,node[248],6,15513,0.03867723844517501
기존,고밀도,고속,17,node[265],56,15513,0.36098755882163347
기존,고밀도,고속,17,node[7],3,15513,0.019338619222587505
기존,고밀도,고속,17,node[83],53,15513,0.34164893959904596
기존,고밀도,고속,17,node[231],40,15513,0.25784825630116676
기존,고밀도,고속,17,node[375],23,15513,0.14826274737317088
기존,고밀도,고속,17,node[184],29,15513,0.18693998581834592
기존,고밀도,고속,17,node[333],40,15513,0.25784825630116676
기존,고밀도,고속,17,node[254],7,15513,0.045123444852704184
기존,고밀도,고속,17,node[236],124,15513,0.799329594533617
기존,고밀도,고속,17,node[25],30,15513,0.19338619222587508
기존,고밀도,고속,17,node[307],52,15513,0.33520273319151683
기존,고밀도,고속,17,node[76],287,15513,1.8500612389608717
기존,고밀도,고속,17,node[188],38,15513,0.24495584348610844
기존,고밀도,고속,17,node[221],45,15513,0.29007928833881264
기존,고밀도,고속,17,node[328],32,15513,0.20627860504093343
기존,고밀도,고속,17,node[400],1,15513,0.00644620640752917
기존,고밀도,고속,17,node[360],3,15513,0.019338619222587505
기존,고밀도,고속,17,node[382],5,15513,0.032231032037645845
기존,고밀도,고속,17,node[387],154,15513,0.992715786759492
기존,고밀도,고속,17,node[144],13,15513,0.08380068329787921
기존,고밀도,고속,17,node[171],9,15513,0.05801585766776252
기존,고밀도,고속,17,node[92],12,15513,0.07735447689035002
기존,고밀도,고속,17,node[122],15,15513,0.09669309611293754
기존,고밀도,고속,17,node[277],24,15513,0.15470895378070004
기존,고밀도,고속,17,node[314],52,15513,0.33520273319151683
기존,고밀도,고속,17,node[282],61,15513,0.39321859085927935
