Mode,Density,Speed,Node_ID,Collided_Node,Collision_Count,Transmit_Count,Collision_Rate
기존,고밀도,고속,10,node[274],1,8146,0.012275963663147557
기존,고밀도,고속,10,node[392],3,8146,0.03682789098944267
기존,고밀도,고속,10,node[240],6,8146,0.07365578197888534
기존,고밀도,고속,10,node[370],11,8146,0.1350356002946231
기존,고밀도,고속,11,node[130],26,7736,0.3360910031023785
기존,고밀도,고속,11,node[96],54,7736,0.6980351602895553
기존,고밀도,고속,11,node[102],31,7736,0.4007238883143744
기존,고밀도,고속,11,rsu[0],252,7736,3.257497414684592
기존,고밀도,고속,11,node[11],212,7736,2.7404343329886243
기존,고밀도,고속,11,node[202],27,7736,0.34901758014477763
기존,고밀도,고속,11,node[238],27,7736,0.34901758014477763
기존,고밀도,고속,11,node[263],35,7736,0.45243019648397104
기존,고밀도,고속,11,node[248],20,7736,0.25853154084798347
기존,고밀도,고속,11,node[232],43,7736,0.5558428128231644
기존,고밀도,고속,11,node[64],24,7736,0.3102378490175801
기존,고밀도,고속,11,node[63],3,7736,0.038779731127197514
기존,고밀도,고속,11,node[265],16,7736,0.2068252326783868
기존,고밀도,고속,11,node[256],2,7736,0.02585315408479835
기존,고밀도,고속,11,node[282],32,7736,0.4136504653567736
기존,고밀도,고속,11,node[79],2,7736,0.02585315408479835
기존,고밀도,고속,11,node[275],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[23],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[239],7,7736,0.0904860392967942
기존,고밀도,고속,11,node[181],3,7736,0.038779731127197514
기존,고밀도,고속,11,node[317],2,7736,0.02585315408479835
기존,고밀도,고속,11,node[71],25,7736,0.3231644260599793
기존,고밀도,고속,11,node[296],71,7736,0.9177869700103413
기존,고밀도,고속,11,node[155],28,7736,0.3619441571871768
기존,고밀도,고속,11,node[32],70,7736,0.9048603929679421
기존,고밀도,고속,11,node[378],29,7736,0.374870734229576
기존,고밀도,고속,11,node[379],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[252],6,7736,0.07755946225439503
기존,고밀도,고속,11,node[10],31,7736,0.4007238883143744
기존,고밀도,고속,11,node[324],16,7736,0.2068252326783868
기존,고밀도,고속,11,node[276],71,7736,0.9177869700103413
기존,고밀도,고속,11,node[409],46,7736,0.594622543950362
기존,고밀도,고속,11,node[274],108,7736,1.3960703205791105
기존,고밀도,고속,11,node[342],7,7736,0.0904860392967942
기존,고밀도,고속,11,node[376],3,7736,0.038779731127197514
기존,고밀도,고속,11,node[329],10,7736,0.12926577042399173
기존,고밀도,고속,11,node[47],5,7736,0.06463288521199587
기존,고밀도,고속,11,node[240],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[26],183,7736,2.3655635987590484
기존,고밀도,고속,11,node[353],8,7736,0.1034126163391934
기존,고밀도,고속,11,node[14],2,7736,0.02585315408479835
기존,고밀도,고속,11,node[77],49,7736,0.6334022750775594
기존,고밀도,고속,11,node[388],35,7736,0.45243019648397104
기존,고밀도,고속,11,node[360],52,7736,0.672182006204757
기존,고밀도,고속,11,node[191],68,7736,0.8790072388831437
기존,고밀도,고속,11,node[312],12,7736,0.15511892450879006
기존,고밀도,고속,11,node[392],5,7736,0.06463288521199587
기존,고밀도,고속,11,node[231],2,7736,0.02585315408479835
기존,고밀도,고속,11,node[85],2,7736,0.02585315408479835
기존,고밀도,고속,11,node[58],10,7736,0.12926577042399173
기존,고밀도,고속,11,node[367],3,7736,0.038779731127197514
기존,고밀도,고속,11,node[138],9,7736,0.11633919338159256
기존,고밀도,고속,11,node[264],15,7736,0.1938986556359876
기존,고밀도,고속,11,node[237],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[111],4,7736,0.0517063081695967
기존,고밀도,고속,11,node[222],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[279],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[97],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[305],4,7736,0.0517063081695967
기존,고밀도,고속,11,node[406],3,7736,0.038779731127197514
기존,고밀도,고속,11,node[345],4,7736,0.0517063081695967
기존,고밀도,고속,11,node[234],4,7736,0.0517063081695967
기존,고밀도,고속,11,node[211],41,7736,0.5299896587383661
기존,고밀도,고속,11,node[315],6,7736,0.07755946225439503
기존,고밀도,고속,11,node[105],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[419],24,7736,0.3102378490175801
기존,고밀도,고속,11,node[340],25,7736,0.3231644260599793
기존,고밀도,고속,11,node[327],12,7736,0.15511892450879006
기존,고밀도,고속,11,node[374],2,7736,0.02585315408479835
기존,고밀도,고속,11,node[430],1,7736,0.012926577042399174
기존,고밀도,고속,11,node[253],4,7736,0.0517063081695967
기존,고밀도,고속,17,node[151],206,15513,1.3279185199510088
기존,고밀도,고속,17,node[35],108,15513,0.6961902920131503
기존,고밀도,고속,17,node[32],50,15513,0.32231032037645846
기존,고밀도,고속,17,rsu[0],336,15513,2.1659253529298006
