Node,Destination,StartTime,EndTime,Duration
node[100],10.0.100.221,98.968480586205,99.021887866693,0.053407280488002584
node[100],10.0.14.226,98.708561683778,98.708561683778,0.0
node[100],10.0.17.10,73.51029945531,73.51029945531,0.0
node[100],10.0.87.237,75.076115781992,75.076115781992,0.0
node[100],10.0.99.201,99.036804986277,99.036804986277,0.0
node[104],10.0.22.248,43.54808192713,43.550756759875,0.002674832745000799
node[104],10.0.27.3,90.89793205515,90.89793205515,0.0
node[104],10.0.85.59,31.496333271933,42.635234823632,11.138901551698996
node[105],10.0.64.191,75.085278736265,75.109868993531,0.024590257265998616
node[108],10.0.17.10,73.510299523961,73.510299523961,0.0
node[108],10.0.31.14,74.920301386514,74.920648046092,0.00034665957799973057
node[108],10.0.41.76,41.551632463037,41.551632463037,0.0
node[108],10.0.45.87,43.50964652847,43.50964652847,0.0
node[108],10.0.64.53,75.076896207488,75.076896207488,0.0
node[109],10.0.27.3,88.017349663932,88.017349663932,0.0
node[109],10.0.77.37,86.144713413094,86.144713413094,0.0
node[114],10.0.107.223,73.509151709543,73.509151709543,0.0
node[114],10.0.8.37,71.558162107182,73.592737338799,2.034575231616998
node[114],10.0.82.137,80.574869985709,80.574869985709,0.0
node[121],10.0.15.177,74.624740948964,74.626384417939,0.0016434689749900144
node[121],10.0.17.10,73.517910592779,73.532594442663,0.014683849883994071
node[121],10.0.8.37,75.075742481769,75.10138953059,0.025647048820999885
node[124],10.0.14.88,31.471746246211,31.471746246211,0.0
node[125],10.0.112.116,88.019114983106,88.019114983106,0.0
node[125],10.0.44.136,86.128625327477,86.128625327477,0.0
node[126],10.0.65.4,98.710454070417,98.710454070417,0.0
node[126],10.0.75.204,98.805668623684,98.805668623684,0.0
node[126],10.0.9.195,53.570855620151,59.025708549967,5.454852929815999
node[130],10.0.99.201,93.430512115786,94.46107412505,1.0305620092640027
node[138],10.0.99.201,93.430512140774,94.46107412505,1.0305619842760052
node[145],10.0.112.116,89.438881310114,90.435929135847,0.9970478257330058
node[145],10.0.27.3,89.895026653737,89.895026653737,0.0
node[147],10.0.17.79,73.510794791671,73.510794791671,0.0
node[147],10.0.45.156,75.078290735629,75.078290735629,0.0
node[147],10.0.99.201,93.430512042995,94.46107412505,1.030562082054999
node[14],10.0.100.221,74.530024226536,81.016068806741,6.486044580205004
