Node,Destination,StartTime,EndTime,Duration
node[101],10.0.22.110,45.743598271949,45.743598271949,0.0
node[101],10.0.33.54,41.187955643634,41.258124432614,0.07016878897999845
node[101],10.0.67.44,47.718029829273,47.718029829273,0.0
node[103],10.0.36.252,39.602431432899,39.640767367564,0.03833593466499963
node[103],10.0.90.159,46.140849367225,46.151808731069,0.010959363844001757
node[103],10.0.97.161,51.663469024053,51.674893202109,0.011424178055996492
node[106],10.0.13.137,45.736237656332,45.736237656332,0.0
node[106],10.0.18.168,38.591978681348,39.670942881485,1.0789642001369941
node[107],10.0.104.232,51.214512737541,52.216613074095,1.002100336554001
node[107],10.0.37.65,40.513015792995,46.781932013844,6.268916220849
node[107],10.0.46.38,48.606369539259,48.606369539259,0.0
node[107],10.0.6.204,51.531906211197,51.531906211197,0.0
node[107],10.0.70.242,51.232556285345,51.232556285345,0.0
node[107],10.0.79.146,41.164065475428,41.164065475428,0.0
node[10],10.0.16.197,38.562214672086,38.562214672086,0.0
node[10],10.0.22.110,45.741341079386,45.741341079386,0.0
node[111],10.0.8.37,38.575042714221,38.579426931679,0.0043842174580035476
node[114],10.0.19.50,48.123354810424,48.123354810424,0.0
node[117],10.0.16.197,38.562214622169,38.562214622169,0.0
node[119],10.0.103.143,50.62453338963,50.650072775856,0.025539386226000715
node[119],10.0.12.117,48.668114415072,50.650072775856,1.981958360784006
node[119],10.0.6.204,51.207328645601,51.207328645601,0.0
node[119],10.0.8.106,50.636571346083,50.681512219997,0.044940873914001145
node[119],10.0.84.246,40.514164390623,40.514164390623,0.0
node[122],10.0.15.39,41.191272983227,46.127287012856,4.936014029629
node[122],10.0.25.170,46.116745640761,46.116745640761,0.0
node[122],10.0.59.160,48.596789432923,48.596789432923,0.0
node[122],10.0.67.251,45.732902883887,45.732902883887,0.0
node[122],10.0.99.63,50.615056244619,50.615056244619,0.0
node[123],10.0.30.63,38.572711768773,38.572711768773,0.0
node[126],10.0.37.203,49.644901039355,49.644901039355,0.0
node[126],10.0.61.200,47.705681621221,47.70633553236,0.0006539111390040375
node[126],10.0.82.137,50.61354222787,50.61354222787,0.0
node[127],10.0.1.242,51.63632774428,52.647529988494,1.0112022442139974
node[127],10.0.25.239,38.597290655076,38.597290655076,0.0
node[127],10.0.71.193,48.118125847171,48.118125847171,0.0
node[132],10.0.104.163,41.179052861482,47.723248702839,6.544195841357002
node[132],10.0.20.1,42.054543681599,50.650072775856,8.595529094257003
node[132],10.0.70.242,51.237304073677,51.237304073677,0.0
node[132],10.0.70.35,48.689454609147,48.689454609147,0.0
node[135],10.0.30.63,38.572711699397,38.572711699397,0.0
node[135],10.0.51.207,45.778652143748,46.569637172888,0.7909850291400033
node[135],10.0.80.166,46.117706669993,46.117706669993,0.0
node[135],10.0.87.99,51.642983960281,52.65966678071,1.016682820428997
node[136],10.0.63.102,38.607746788054,39.650153589545,1.0424068014909977
node[137],10.0.18.30,43.773949274062,43.773949274062,0.0
node[137],10.0.20.1,32.150494840846,41.243452775401,9.092957934555002
node[137],10.0.24.219,30.808576672877,30.808576672877,0.0
node[137],10.0.35.232,48.580616834772,48.674614838304,0.0939980035320005
node[137],10.0.39.174,38.573507873915,40.581277095717,2.0077692218020005
node[137],10.0.51.138,43.727265596282,43.727265596282,0.0
node[137],10.0.68.64,50.63995214466,50.681512219997,0.0415600753370029
node[137],10.0.70.242,50.642826273494,50.642826273494,0.0
node[137],10.0.79.146,48.655864546038,48.655864546038,0.0
node[137],10.0.8.175,42.688619346701,46.169647849632,3.4810285029309966
node[137],10.0.89.139,30.841016818017,39.666528709995,8.825511891978
node[139],10.0.61.200,51.618123501941,51.618123501941,0.0
node[139],10.0.96.3,38.925944272997,39.651248374828,0.725304101831
node[13],10.0.14.157,48.559463929517,48.559463929517,0.0
node[13],10.0.16.128,43.164540683426,50.650072775856,7.485532092430006
node[13],10.0.21.159,48.608323926501,48.608323926501,0.0
node[13],10.0.23.61,48.655124370986,48.655124370986,0.0
node[13],10.0.39.36,42.714757644483,42.714757644483,0.0
node[13],10.0.40.56,42.764148998505,42.764148998505,0.0
node[13],10.0.46.38,39.5570626181,39.678485236355,0.12142261825500356
node[13],10.0.53.40,48.247434871777,48.247434871777,0.0
node[13],10.0.8.106,50.637678306281,50.681512219997,0.043833913715999984
node[13],10.0.84.246,33.034975331233,33.034975331233,0.0
node[13],10.0.89.139,38.627199906751,39.666528709995,1.039328803243997
node[13],10.0.96.72,48.457596416771,48.457596416771,0.0
node[141],10.0.103.143,50.62768717558,50.650072775856,0.022385600276003004
node[141],10.0.6.204,51.207328724982,51.207328724982,0.0
node[141],10.0.7.17,51.233232006155,51.233232006155,0.0
node[141],10.0.8.106,50.636571336902,50.681512219997,0.04494088309500199
node[141],10.0.8.175,50.701199423841,50.705330076707,0.004130652866003004
node[143],10.0.3.213,50.642532671223,50.650072775856,0.0075401046330014765
node[144],10.0.38.85,50.696591247217,50.696591247217,0.0
node[144],10.0.8.106,43.715455114115,45.734531343904,2.0190762297890004
node[146],10.0.101.172,31.812972488533,32.687816468144,0.8748439796110006
node[146],10.0.102.192,32.632684161055,33.037898253186,0.405214092130997
node[146],10.0.103.143,50.627431715903,50.650072775856,0.022641059953002696
node[146],10.0.104.232,42.1728074993,52.216613074095,10.043805574795002
node[146],10.0.2.193,38.576256191217,38.589431804144,0.013175612927000202
node[146],10.0.6.204,51.531906226128,51.531906226128,0.0
node[146],10.0.68.64,50.63995202136,50.681512219997,0.04156019863700067
node[146],10.0.70.242,50.642826405523,50.642826405523,0.0
