Node,Protocol,Destination,StartTime,EndTime,Duration
N0,Legacy,10.0.0.9,34.406675953805,34.406956699789,0.00028074598399996376
N0,Legacy,10.0.0.9,34.406956699789,34.40711576235,0.00015906256100350902
N0,Legacy,10.0.0.9,34.40711576235,34.407265833255,0.00015007090500063214
N0,Legacy,10.0.0.9,34.407265833255,34.407989659846,0.0007238265909990105
N0,Legacy,10.0.0.9,34.407989659846,34.408025234944,3.5575097996343175e-05
N0,Legacy,10.0.0.9,34.408025234944,34.408231018421,0.00020578347699995447
N0,Legacy,10.0.0.9,34.408231018421,34.408353931763,0.00012291334200398296
N0,Legacy,10.0.0.9,34.408353931763,34.408534131648,0.00018019988499418105
N0,Legacy,10.0.0.9,34.408534131648,34.408607964312,7.383266400040611e-05
N0,Legacy,10.0.0.9,34.408607964312,34.408939048917,0.0003310846050013083
N0,Legacy,10.0.0.9,34.408939048917,34.409335866922,0.0003968180050009096
N0,Legacy,10.0.0.9,34.409335866922,34.409751583641,0.00041571671899731655
N0,Legacy,10.0.0.9,34.409751583641,34.409888670189,0.00013708654800126396
N0,Legacy,10.0.0.9,34.409888670189,34.41020708326,0.000318413070999668
N0,Legacy,10.0.0.9,34.41020708326,34.410337553584,0.00013047032400237413
N0,Legacy,10.0.0.9,34.410337553584,34.410369974683,3.2421099000146114e-05
N0,Legacy,10.0.0.9,34.410369974683,34.410788461258,0.00041848657500054287
N0,Legacy,10.0.0.9,34.410788461258,34.410946308619,0.0001578473610024389
N0,Legacy,10.0.0.9,34.410946308619,34.411134428204,0.000188119584997537
N0,Legacy,10.0.0.9,34.411134428204,34.411244623869,0.000110195665001811
N0,Legacy,10.0.0.9,34.411244623869,34.411365173622,0.00012054975299946591
N0,Legacy,10.0.0.9,34.411365173622,34.411644441451,0.0002792678290006734
N0,Legacy,10.0.0.9,34.411644441451,34.411670148475,2.570702399395941e-05
N0,Legacy,10.0.0.9,34.411670148475,34.411761945749,9.179727400265847e-05
N0,Legacy,10.0.0.9,34.411761945749,34.411832775341,7.082959199777861e-05
N0,Legacy,10.0.0.9,34.411832775341,34.411976881076,0.0001441057350035635
N0,Legacy,10.0.0.9,34.411976881076,34.411978461303,1.580226999919887e-06
N0,Legacy,10.0.0.9,34.411978461303,34.412237377651,0.0002589163480024581
N0,Legacy,10.0.0.9,34.412237377651,34.412353301591,0.0001159239399939338
N0,Legacy,10.0.0.9,34.412353301591,34.412452369818,9.906822700145312e-05
N0,Legacy,10.0.0.9,34.412452369818,34.41257611633,0.00012374651200275366
N0,Legacy,10.0.0.9,34.41257611633,34.412646037929,6.9921598999656e-05
N0,Legacy,10.0.0.9,34.412646037929,34.412719872741,7.383481199951802e-05
N0,Legacy,10.0.0.9,34.412719872741,34.412812022877,9.215013599828126e-05
N0,Legacy,10.0.0.9,34.412812022877,34.412845880812,3.3857935001435635e-05
N0,Legacy,10.0.0.9,34.412845880812,34.412920733075,7.485226299763781e-05
N0,Legacy,10.0.0.9,34.412920733075,34.412921234386,5.013109998230902e-07
N0,Legacy,10.0.0.9,34.412921234386,34.413148046122,0.0002268117359989219
N0,Legacy,10.0.0.9,34.413148046122,34.413278390796,0.00013034467400530048
N0,Legacy,10.0.0.9,34.413278390796,34.413314025577,3.5634780999771465e-05
N0,Legacy,10.0.0.9,34.413314025577,34.413349893709,3.5868131995187014e-05
N0,Legacy,10.0.0.9,34.413349893709,34.413695161218,0.00034526750900454317
N0,Legacy,10.0.0.9,34.413695161218,34.41418172976,0.00048656854200146427
N0,Legacy,10.0.0.9,34.41418172976,34.414209087548,2.73577879994491e-05
N0,Legacy,10.0.0.9,34.414209087548,34.414288247476,7.915992799922833e-05
N0,Legacy,10.0.0.9,34.414288247476,34.414612177791,0.000323930314998222
N0,Legacy,10.0.0.9,34.414612177791,34.414715766475,0.00010358868399862331
N0,Legacy,10.0.0.9,34.414715766475,34.414806840236,9.107376099848352e-05
N0,Legacy,10.0.0.9,34.414806840236,34.41483931067,3.247043400023131e-05
N0,Legacy,10.0.0.9,34.41483931067,34.415027661106,0.0001883504360051802
N0,Legacy,10.0.0.9,34.415027661106,34.415118866216,9.120510999593989e-05
N0,Legacy,10.0.0.9,34.415118866216,34.415409754508,0.00029088829199963584
N0,Legacy,10.0.0.9,34.415409754508,34.415430963963,2.120945499939353e-05
N0,Legacy,10.0.0.9,34.415430963963,34.415582537282,0.0001515733190018409
N0,Legacy,10.0.0.9,34.415582537282,34.415619541211,3.700392900185534e-05
N0,Legacy,10.0.0.9,34.415619541211,34.416321963385,0.0007024221740010717
N0,Legacy,10.0.0.9,34.416321963385,34.416362747006,4.078362099591004e-05
N0,Legacy,10.0.0.9,34.416362747006,34.41660104447,0.0002382974640013913
N0,Legacy,10.0.0.9,34.41660104447,34.416791696522,0.00019065205199808588
N0,Legacy,10.0.0.9,34.416791696522,34.4170436628,0.0002519662780002818
N0,Legacy,10.0.0.9,34.4170436628,34.417467713308,0.00042405050800198296
N0,Legacy,10.0.0.9,34.417467713308,34.417483791429,1.607812099990724e-05
N0,Legacy,10.0.0.9,34.417483791429,34.41764581032,0.0001620188910038678
N0,Legacy,10.0.0.9,34.41764581032,34.418021287757,0.0003754774369966185
N0,Legacy,10.0.0.9,34.418021287757,34.418163841693,0.00014255393600137722
N0,Legacy,10.0.0.9,34.418163841693,34.418423846361,0.00026000466800013555
N0,Legacy,10.0.0.9,34.418423846361,34.418436520178,1.2673816996766618e-05
N0,Legacy,10.0.0.9,34.418436520178,34.418635429322,0.00019890914400377824
N0,Legacy,10.0.0.9,34.418635429322,34.418989961656,0.00035453233400062345
N0,Legacy,10.0.0.9,34.418989961656,34.41933565112,0.0003456894639981556
N0,Legacy,10.0.0.9,34.41933565112,34.419419661748,8.401062800089676e-05
N0,Legacy,10.0.0.9,34.419419661748,34.419994546645,0.0005748848969986398
N0,Legacy,10.0.0.9,34.419994546645,34.420273760545,0.000279213900000741
N0,Legacy,10.0.0.9,34.420273760545,34.420400070619,0.00012631007400187855
N0,Legacy,10.0.0.9,34.420400070619,34.421087694188,0.0006876235690000954
N0,Legacy,10.0.0.9,34.421087694188,34.421601875328,0.0005141811399980156
N0,Legacy,10.0.0.9,34.421601875328,34.421631858036,2.998270799992042e-05
N0,Legacy,10.0.0.9,34.421631858036,34.421811319547,0.0001794615109957931
N0,Legacy,10.0.0.9,34.421811319547,34.422168722069,0.00035740252200611167
N0,Legacy,10.0.0.9,34.422168722069,34.422372851457,0.00020412938799552194
N0,Legacy,10.0.0.9,34.422372851457,34.422812100183,0.00043924872600342724
N0,Legacy,10.0.0.9,34.422812100183,34.423156091485,0.00034399130199602723
N0,Legacy,10.0.0.9,34.423156091485,34.423181431157,2.533967199980225e-05
N0,Legacy,10.0.0.9,34.423181431157,34.42323696589,5.55347330006839e-05
N0,Legacy,10.0.0.9,34.42323696589,34.423370756916,0.00013379102600197257
N0,Legacy,10.0.0.9,34.423370756916,34.423496178849,0.0001254219329993589
N0,Legacy,10.0.0.9,34.423496178849,34.423689317275,0.00019313842599899544
N0,Legacy,10.0.0.9,34.423689317275,34.423697656196,8.338920999051425e-06
N0,Legacy,10.0.0.9,34.423697656196,34.424222542105,0.0005248859090016822
N0,Legacy,10.0.0.9,34.424222542105,34.424231483214,8.941109001625591e-06
N0,Legacy,10.0.0.9,34.424231483214,34.424644739367,0.0004132561529957002
N0,Legacy,10.0.0.9,34.424644739367,34.42483974506,0.00019500569300134885
N0,Legacy,10.0.0.9,34.42483974506,34.425145366599,0.00030562153899893474
N0,Legacy,10.0.0.9,34.425145366599,34.425665384968,0.0005200183690021731
N0,Legacy,10.0.0.9,34.425665384968,34.425833655072,0.00016827010399822484
N0,Legacy,10.0.0.9,34.425833655072,34.426002287179,0.00016863210700535092
N0,Legacy,10.0.0.9,34.426002287179,34.42600943567,7.148490993813539e-06
N0,Legacy,10.0.0.9,34.42600943567,34.426572856002,0.0005634203319999642
N0,Legacy,10.0.0.9,34.426572856002,34.427017222894,0.00044436689200466617
N0,Legacy,10.0.0.9,34.427017222894,34.428145427786,0.0011282048919980525
N0,Legacy,10.0.0.9,34.428145427786,34.428161823979,1.6396193004197812e-05
N0,Legacy,10.0.0.9,34.428161823979,34.429291782109,0.0011299581299937245
N0,Legacy,10.0.0.9,34.429291782109,34.431449641256,0.002157859147004615
N0,Legacy,10.0.0.9,34.431449641256,34.436021308938,0.00457166768200068
N0,Legacy,10.0.61.200,30.800559647338,34.529451365995,3.7288917186569996
N0,Legacy,10.0.61.200,34.529451365995,34.530021829674,0.0005704636789971573
N0,Legacy,10.0.0.9,34.436021308938,34.601102495022,0.16508118608399514
N0,Legacy,10.0.0.9,34.601102495022,34.602204810978,0.001102315956003963
N0,Legacy,10.0.0.9,34.602204810978,34.602986451826,0.0007816408479968118
N0,Legacy,10.0.0.9,34.602986451826,34.603346209237,0.0003597574110045798
N0,Legacy,10.0.0.9,34.603346209237,34.603547675795,0.00020146655799635482
N0,Legacy,10.0.0.9,34.603547675795,34.603866280682,0.0003186048869991964
N0,Legacy,10.0.61.200,34.530021829674,34.604424865825,0.07440303615100419
N0,Legacy,10.0.0.9,34.603866280682,34.604425079595,0.0005587989130049209
N0,Legacy,10.0.84.108,31.456298965899,34.81470184246,3.358402876561005
N0,Legacy,10.0.84.108,34.81470184246,34.817105714442,0.0024038719819969856
N0,Legacy,10.0.67.251,32.879748430188,34.830100503847,1.9503520736589977
N0,Legacy,10.0.67.251,34.830100503847,34.83073989514,0.0006393912929993917
N0,Legacy,10.0.67.251,34.83073989514,34.831211949812,0.0004720546720022867
N0,Legacy,10.0.67.251,34.831211949812,34.832048453022,0.0008365032099959535
N0,Legacy,10.0.67.251,34.832048453022,34.832168967745,0.0001205147230010084
N0,Legacy,10.0.67.251,34.832168967745,34.832396053652,0.00022708590699949127
N0,Legacy,10.0.67.251,34.832396053652,34.832542833159,0.00014677950700558995
N0,Legacy,10.0.67.251,34.832542833159,34.832881032859,0.00033819969999626665
N0,Legacy,10.0.67.251,34.832881032859,34.8337385043,0.0008574714410016782
N0,Legacy,10.0.67.251,34.8337385043,34.833901080176,0.00016257587599710632
N0,Legacy,10.0.67.251,34.833901080176,34.836103821567,0.002202741391002405
N0,Legacy,10.0.67.251,34.836103821567,34.837075761957,0.0009719403900021462
N0,Legacy,10.0.61.200,34.604424865825,34.849705340665,0.24528047483999416
N0,Legacy,10.0.61.200,34.849705340665,34.849906621317,0.0002012806519999799
N0,Legacy,10.0.61.200,34.849906621317,34.850211908492,0.0003052871750028885
N0,Legacy,10.0.61.200,34.850211908492,34.850894270276,0.000682361784001273
N0,Legacy,10.0.67.251,34.837075761957,34.851366629258,0.014290867300999821
N0,Legacy,10.0.0.9,34.604425079595,34.852474885643,0.24804980604799454
N0,Legacy,10.0.0.9,34.852474885643,34.925189342748,0.07271445710500046
N0,Legacy,10.0.0.9,34.925189342748,34.925498508371,0.0003091656230012063
N0,Legacy,10.0.0.9,34.925498508371,34.925708973016,0.0002104646450007408
N0,Legacy,10.0.0.9,34.925708973016,34.926275869391,0.0005668963749982936
N0,Legacy,10.0.0.9,34.926275869391,34.926439936889,0.0001640674979981327
N0,Legacy,10.0.0.9,34.926439936889,34.926732236296,0.00029229940700048473
N0,Legacy,10.0.0.9,34.926732236296,34.926856692246,0.00012445595000087906
N0,Legacy,10.0.0.9,34.926856692246,34.927367824095,0.0005111318490023109
N0,Legacy,10.0.0.9,34.927367824095,34.927504689747,0.00013686565200288214
N0,Legacy,10.0.0.9,34.927504689747,34.927613618518,0.00010892877099877296
N0,Legacy,10.0.0.9,34.927613618518,34.927776152595,0.00016253407699906575
N0,Legacy,10.0.61.200,34.850894270276,34.927894223722,0.07699995344599841
N0,Legacy,10.0.0.9,34.927776152595,34.929108743944,0.0013325913489978802
N0,Legacy,10.0.0.9,34.929108743944,34.929238607628,0.0001298636840019185
N0,Legacy,10.0.0.9,34.929238607628,34.929531130552,0.00029252292399917224
N0,Legacy,10.0.0.9,34.929531130552,34.930265359436,0.0007342288839993216
N0,Legacy,10.0.0.9,34.930265359436,34.930349425139,8.406570299968052e-05
N0,Legacy,10.0.0.9,34.930349425139,34.930620102476,0.0002706773369993698
N0,Legacy,10.0.0.9,34.930620102476,34.930800150605,0.00018004812900329625
N0,Legacy,10.0.0.9,34.930800150605,34.931047710914,0.0002475603089990841
N0,Legacy,10.0.0.9,34.931047710914,34.93121281812,0.0001651072060013803
N0,Legacy,10.0.0.9,34.93121281812,34.931986151541,0.0007733334209945042
N0,Legacy,10.0.0.9,34.931986151541,34.932401626295,0.0004154747539999448
N0,Legacy,10.0.0.9,34.932401626295,34.933188973298,0.0007873470030048679
N0,Legacy,10.0.0.9,34.933188973298,34.934151476882,0.0009625035839988527
N0,Legacy,10.0.0.9,34.934151476882,34.93426426202,0.00011278513800050405
N0,Legacy,10.0.84.108,34.817105714442,35.289940891048,0.4728351766059973
N0,Legacy,10.0.84.108,35.289940891048,35.291484601963,0.001543710915001384
N0,Legacy,10.0.84.108,35.291484601963,35.292205466185,0.0007208642220035699
N0,Legacy,10.0.84.108,35.292205466185,35.293294765128,0.0010892989430004718
N0,Legacy,10.0.84.108,35.293294765128,35.294725258069,0.0014304929409973965
N0,Legacy,10.0.84.108,35.294725258069,35.295224323301,0.0004990652319989408
N0,Legacy,10.0.0.9,34.93426426202,35.296143247167,0.36187898514700123
N0,Legacy,10.0.84.108,35.295224323301,35.296471710704,0.0012473874029979015
N0,Legacy,10.0.0.9,35.296143247167,35.297625026321,0.001481779153998275
N0,Legacy,10.0.84.108,35.296471710704,35.297900825402,0.0014291146980056624
N0,Legacy,10.0.0.9,35.297625026321,35.301721024906,0.004095998585000871
N0,Legacy,10.0.0.9,35.301721024906,35.303845521673,0.002124496766995776
N0,Legacy,10.0.0.9,35.303845521673,35.304585640638,0.0007401189650053652
N0,Legacy,10.0.0.9,35.304585640638,35.306407379759,0.0018217391209987
N0,Legacy,10.0.67.251,34.851366629258,35.313219259615,0.46185263035700075
N0,Legacy,10.0.67.251,35.313219259615,35.315209976334,0.001990716718999863
N0,Legacy,10.0.67.251,35.315209976334,35.315336652879,0.00012667654499409764
N0,Legacy,10.0.67.251,35.315336652879,35.315476395439,0.00013974256000182095
N0,Legacy,10.0.67.251,35.315476395439,35.315550890866,7.449542700044276e-05
N0,Legacy,10.0.67.251,35.315550890866,35.315864112383,0.0003132215169969754
N0,Legacy,10.0.67.251,35.315864112383,35.316194155247,0.0003300428640002906
N0,Legacy,10.0.67.251,35.316194155247,35.316194317441,1.6219400578165732e-07
N0,Legacy,10.0.67.251,35.316194317441,35.316544680339,0.00035036289799705855
N0,Legacy,10.0.67.251,35.316544680339,35.316623152579,7.847223999846165e-05
N0,Legacy,10.0.67.251,35.316623152579,35.317012733288,0.00038958070900463326
N0,Legacy,10.0.67.251,35.317012733288,35.317162056623,0.00014932333499473316
N0,Legacy,10.0.67.251,35.317162056623,35.317687446305,0.000525389682003663
N0,Legacy,10.0.67.251,35.317687446305,35.318252256344,0.000564810039001884
N0,Legacy,10.0.67.251,35.318252256344,35.31852655547,0.00027429912599785666
N0,Legacy,10.0.67.251,35.31852655547,35.318676322187,0.00014976671700139832
N0,Legacy,10.0.67.251,35.318676322187,35.318702506491,2.6184303997922598e-05
N0,Legacy,10.0.67.251,35.318702506491,35.320112315989,0.0014098094979999587
N0,Legacy,10.0.67.251,35.320112315989,35.321468593876,0.001356277886998214
N0,Legacy,10.0.0.9,35.306407379759,35.330204326035,0.023796946276000597
N0,Legacy,10.0.61.200,34.927894223722,35.330204456839,0.4023102331169994
N0,Legacy,10.0.61.200,35.330204456839,35.330548819377,0.00034436253800151917
N0,Legacy,10.0.61.200,35.330548819377,35.330737203496,0.0001883841189993518
N0,Legacy,10.0.61.200,35.330737203496,35.331760665958,0.0010234624620011346
N0,Legacy,10.0.61.200,35.331760665958,35.33245270994,0.0006920439819992907
N0,Legacy,10.0.61.200,35.33245270994,35.332654129958,0.00020142001800138587
N0,Legacy,10.0.84.108,35.297900825402,35.332878897104,0.034978071701999625
N0,Legacy,10.0.67.251,35.321468593876,35.332879021451,0.011410427575000881
N0,Legacy,10.0.61.200,35.332654129958,35.333141586055,0.00048745609699807346
N0,Legacy,10.0.61.200,35.333141586055,35.333865886909,0.0007243008540029905
N0,Legacy,10.0.61.200,35.333865886909,35.334222573185,0.000356686275999607
N0,Legacy,10.0.61.200,35.334222573185,35.334230236962,7.66377699790155e-06
N0,Legacy,10.0.61.200,35.334230236962,35.334445303016,0.00021506605399679302
N0,Legacy,10.0.61.200,35.334445303016,35.334561504749,0.00011620173300030956
N0,Legacy,10.0.61.200,35.334561504749,35.335529829315,0.0009683245660028206
N0,Legacy,10.0.61.200,35.335529829315,35.336017431489,0.000487602173997459
N0,Legacy,10.0.0.84,34.421735949385,35.337564928391,0.9158289790059939
N0,Legacy,10.0.61.200,35.336017431489,35.338437066509,0.002419635020004307
N0,Legacy,10.0.67.251,35.332879021451,35.341336646285,0.008457624834001365
N0,Legacy,10.0.0.9,35.330204326035,35.404480565156,0.0742762391209979
N0,Legacy,10.0.0.9,35.404480565156,35.404808746051,0.000328180895003527
N0,Legacy,10.0.0.9,35.404808746051,35.405341111148,0.0005323650969941696
N0,Legacy,10.0.0.9,35.405341111148,35.406082131613,0.0007410204650000196
N0,Legacy,10.0.0.9,35.406082131613,35.406426385229,0.0003442536159994347
N0,Legacy,10.0.0.9,35.406426385229,35.40657623475,0.0001498495210014994
N0,Legacy,10.0.0.9,35.40657623475,35.406653768492,7.753374200092367e-05
N0,Legacy,10.0.0.9,35.406653768492,35.406770476615,0.00011670812300224043
N0,Legacy,10.0.61.200,35.338437066509,35.406777609481,0.06834054297199543
N0,Legacy,10.0.0.9,35.406770476615,35.406777856806,7.380191000549985e-06
N0,Legacy,10.0.0.9,35.406777856806,35.407160432802,0.0003825759959994457
N0,Legacy,10.0.0.9,35.407160432802,35.407372312631,0.0002118798289956203
N0,Legacy,10.0.0.9,35.407372312631,35.407374858742,2.5461110055857716e-06
N0,Legacy,10.0.0.9,35.407374858742,35.407589516395,0.00021465765299666373
N0,Legacy,10.0.0.9,35.407589516395,35.407979627738,0.00039011134300181993
N0,Legacy,10.0.0.9,35.407979627738,35.408337247891,0.0003576201529966738
N0,Legacy,10.0.0.9,35.408337247891,35.408525545346,0.00018829745500426043
N0,Legacy,10.0.0.9,35.408525545346,35.40880492109,0.0002793757440002764
N0,Legacy,10.0.0.9,35.40880492109,35.408896957698,9.203660799528279e-05
N0,Legacy,10.0.0.9,35.408896957698,35.40917732156,0.00028036386200369634
N0,Legacy,10.0.0.9,35.40917732156,35.409717561966,0.0005402404059964283
N0,Legacy,10.0.0.9,35.409717561966,35.409767141869,4.957990299914172e-05
N0,Legacy,10.0.0.9,35.409767141869,35.410449550433,0.0006824085640033672
N0,Legacy,10.0.0.9,35.410449550433,35.410502494339,5.294390599885901e-05
N0,Legacy,10.0.0.9,35.410502494339,35.410848731362,0.0003462370230025158
N0,Legacy,10.0.0.9,35.410848731362,35.410849095494,3.6413199921980777e-07
N0,Legacy,10.0.0.9,35.410849095494,35.411001539946,0.00015244445199869006
N0,Legacy,10.0.0.9,35.411001539946,35.411140794313,0.0001392543669993529
N0,Legacy,10.0.0.9,35.411140794313,35.41138108148,0.00024028716700286168
N0,Legacy,10.0.0.9,35.41138108148,35.411825312218,0.00044423073799748636
N0,Legacy,10.0.0.9,35.411825312218,35.412128414434,0.00030310221600160503
N0,Legacy,10.0.0.9,35.412128414434,35.412189490798,6.107636399832472e-05
