2,8.45087
3,12.6908
4,17.6433
5,20.8819
6,24.1977
7,24.4756
8,25.5915
9,25.2168
10,25.924
11,26.5397
12,26.9028
13,27.9523
14,28.241
15,29.0096
16,29.3167
17,30.0521
18,31.6048
19,31.7097
20,31.9371
21,32.0403
22,31.8873
23,31.5011
24,31.0758
25,31.3982
26,31.0968
27,30.8965
28,30.6567
29,30.0509
30,29.3473
31,28.8236
32,29.1301
33,29.7762
34,29.9815
35,29.76
36,29.9148
37,29.6439
38,29.2641
39,28.4851
40,28.1715
41,27.78
42,27.4685
43,27.3809
44,27.1251
45,26.6509
46,26.4045
47,26.474
48,26.5722
49,26.1956
50,25.5367
51,24.8856
52,23.8608
53,23.0165
54,22.4058
55,22.2666
56,22.0349
57,21.783
58,21.6853
59,21.6287
60,21.9264
61,21.6605
62,21.0034
63,20.4851
64,20.2683
65,19.9354
66,19.1624
67,18.7068
68,18.4034
69,18.0287
70,17.6792
71,17.4285
72,17.4411
73,17.2378
74,16.7066
75,16.2806
76,16.1926
77,15.8447
78,15.0607
79,14.5496
80,14.286
81,14.0715
82,13.8134
83,13.6533
84,13.1264
85,12.5592
86,12.3977
87,12.1888
88,11.8718
89,11.9869
90,11.8805
91,11.9439
92,11.8971
93,12.0813
94,12.1727
95,11.5338
96,10.8712
97,10.3802
98,10.0202
99,9.58977
100,9.38578
101,8.95193
102,8.75387
103,8.5162
104,8.42135
105,8.45539
106,8.42347
107,8.13821
108,8.23301
109,8.30866
110,8.14261
111,8.19131
112,8.02251
113,7.57972
114,7.5515
115,7.40909
116,7.44104
117,7.53222
118,7.71879
119,7.40432
120,7.4761
121,7.63254
122,7.66434
123,7.70055
124,7.84584
125,7.324
126,7.32367
127,7.40703
128,7.65726
129,8.03771
130,8.19696
131,7.99544
132,7.80074
133,7.46122
134,6.96899
135,6.4287
136,5.91192
137,5.70155
138,5.46579
139,5.24395
140,5.27733
141,5.58017
142,5.75906
143,6.09089
144,6.27039
145,6.22026
146,5.88465
147,5.70354
148,5.72109
149,5.91822
150,6.00031
151,5.79774
152,5.68062
153,5.2509
154,5.18327
155,4.76211
156,4.73607
157,4.5979
158,4.58099
159,4.7058
160,4.54543
161,4.50009
162,4.2323
163,4.16782
164,4.21949
165,4.30605
166,4.21457
167,4.1355
168,4.2945
169,4.51187
170,4.53811
171,4.46812
172,4.51969
173,4.40836
174,4.43821
175,4.50281
176,4.61774
177,4.51816
178,4.57765
179,4.45989
180,4.6895
181,4.84599
182,4.58245
183,4.62836
184,4.90926
185,4.79379
186,4.88484
187,4.73033
188,4.44699
189,4.23614
190,3.76967
191,3.40665
192,3.25409
193,2.96612
194,2.76708
195,2.64876
196,2.58401
197,2.51852
198,2.39051
199,2.32353
200,2.37825
