Time,Node,Destination,Previous_LifeTime,New_LifeTime,Previous_NextHop,New_NextHop,Previous_HopCount,New_HopCount
67.857438947471,node[96],10.0.94.32,70.211509885699,70.857438947471,10.0.94.32,10.0.94.32,1,1
67.857438947471,node[96],10.0.9.57,72.411509885699,73.057438947471,10.0.94.32,10.0.94.32,5,5
67.857438954366,node[72],10.0.94.32,68.558355961547,70.857438954366,10.0.94.32,10.0.94.32,1,1
67.857438999808,node[44],10.0.94.32,68.558355980182,70.857438999808,10.0.94.32,10.0.94.32,1,1
67.857438999808,node[44],10.0.9.57,72.332066424004,73.057438999808,10.0.97.230,10.0.94.32,6,5
67.857648592734,node[305],10.0.107.223,70.220072486245,70.857648592734,10.0.107.223,10.0.107.223,1,1
67.857648653414,node[256],10.0.107.223,70.220072546925,70.857648653414,10.0.107.223,10.0.107.223,1,1
67.857648653414,node[256],10.0.9.57,72.49684425332,73.137648653414,10.0.82.137,10.0.107.223,4,4
67.85764878312,node[270],10.0.107.223,69.734379080238,70.85764878312,10.0.107.223,10.0.107.223,1,1
67.857648844669,node[230],10.0.107.223,69.734379141314,70.857648844669,10.0.107.223,10.0.107.223,1,1
67.857648844669,node[230],10.0.9.57,72.014379141314,73.137648844669,10.0.107.223,10.0.107.223,4,4
67.857648878203,node[327],10.0.107.223,69.734379175375,70.857648878203,10.0.107.223,10.0.107.223,1,1
67.857718382161,node[198],10.0.47.127,70.21325914564,70.857718382161,10.0.47.127,10.0.47.127,1,1
67.857718394905,node[83],10.0.47.127,70.213259158384,70.857718394905,10.0.47.127,10.0.47.127,1,1
67.857718423955,node[181],10.0.47.127,70.213259187434,70.857718423955,10.0.47.127,10.0.47.127,1,1
67.857718485692,node[96],10.0.47.127,70.213259249171,70.857718485692,10.0.47.127,10.0.47.127,1,1
67.85771851278,node[362],10.0.47.127,70.213259276259,70.85771851278,10.0.47.127,10.0.47.127,1,1
67.857718563853,node[44],10.0.47.127,69.361875713581,70.857718563853,10.0.47.127,10.0.47.127,1,1
67.857718578544,node[348],10.0.47.127,69.361875713976,70.857718578544,10.0.47.127,10.0.47.127,1,1
67.857718602805,node[197],10.0.47.127,69.36187575363,70.857718602805,10.0.47.127,10.0.47.127,1,1
67.857718602805,node[197],10.0.9.57,72.332066501174,72.977718602805,10.0.97.230,10.0.47.127,6,6
67.857718663247,node[133],10.0.47.127,69.361875791622,70.857718663247,10.0.47.127,10.0.47.127,1,1
67.857718663247,node[133],10.0.9.57,72.333778577196,72.977718663247,10.0.26.52,10.0.47.127,6,6
67.857876430045,node[186],10.0.41.145,70.214479778533,70.857876430045,10.0.41.145,10.0.41.145,1,1
67.857876445988,node[206],10.0.41.145,70.214479794476,70.857876445988,10.0.41.145,10.0.41.145,1,1
67.857876579285,node[84],10.0.41.145,70.214479927773,70.857876579285,10.0.41.145,10.0.41.145,1,1
67.857876585028,node[308],10.0.41.145,70.214479933516,70.857876585028,10.0.41.145,10.0.41.145,1,1
67.857876672345,node[278],10.0.41.145,69.355174709384,70.857876672345,10.0.41.145,10.0.41.145,1,1
67.857876688774,node[78],10.0.41.145,70.214480037262,70.857876688774,10.0.41.145,10.0.41.145,1,1
67.857876698782,node[235],10.0.41.145,70.21448004727,70.857876698782,10.0.41.145,10.0.41.145,1,1
67.857876739883,node[70],10.0.41.145,74.355575438859,70.857876739883,10.0.41.145,10.0.41.145,1,1
67.858036581156,node[44],10.0.97.230,70.212066424004,70.858036581156,10.0.97.230,10.0.97.230,1,1
67.858036601622,node[181],10.0.97.230,70.21206644447,70.858036601622,10.0.97.230,10.0.97.230,1,1
67.858036644372,node[83],10.0.97.230,70.21206648722,70.858036644372,10.0.97.230,10.0.97.230,1,1
67.858036647904,node[198],10.0.97.230,70.212066490752,70.858036647904,10.0.97.230,10.0.97.230,1,1
67.858036658326,node[197],10.0.97.230,70.212066501174,70.858036658326,10.0.97.230,10.0.97.230,1,1
67.858036703199,node[81],10.0.97.230,69.363844517013,70.858036703199,10.0.97.230,10.0.97.230,1,1
67.858036703199,node[81],10.0.9.57,72.333473479056,72.978036703199,10.0.22.179,10.0.97.230,6,6
67.858036711456,node[175],10.0.97.230,69.363844525284,70.858036711456,10.0.97.230,10.0.97.230,1,1
67.858036726511,node[71],10.0.97.230,69.363844546966,70.858036726511,10.0.97.230,10.0.97.230,1,1
67.858036726511,node[71],10.0.9.57,72.333473496083,72.978036726511,10.0.22.179,10.0.97.230,6,6
67.858036737373,node[277],10.0.97.230,69.363844559428,70.858036737373,10.0.97.230,10.0.97.230,1,1
67.858036737373,node[277],10.0.9.57,72.333473494133,72.978036737373,10.0.22.179,10.0.97.230,6,6
67.85803679454,node[219],10.0.97.230,69.363844618197,70.85803679454,10.0.97.230,10.0.97.230,1,1
67.858036804168,node[200],10.0.97.230,69.363844617989,70.858036804168,10.0.97.230,10.0.97.230,1,1
67.858036813857,node[348],10.0.97.230,69.363844618227,70.858036813857,10.0.97.230,10.0.97.230,1,1
67.858036854131,node[37],10.0.97.230,69.363844667954,70.858036854131,10.0.97.230,10.0.97.230,1,1
67.858036854564,node[90],10.0.97.230,69.363844678395,70.858036854564,10.0.97.230,10.0.97.230,1,1
67.858036878559,node[288],10.0.97.230,69.363844692715,70.858036878559,10.0.97.230,10.0.97.230,1,1
67.85803688164,node[96],10.0.97.230,69.363844682133,70.85803688164,10.0.97.230,10.0.97.230,1,1
67.85816222536,node[189],10.0.33.192,70.219392674959,70.85816222536,10.0.33.192,10.0.33.192,1,1
67.858162244714,node[370],10.0.33.192,70.219392694313,70.858162244714,10.0.33.192,10.0.33.192,1,1
67.858162306357,node[170],10.0.33.192,70.219392755956,70.858162306357,10.0.33.192,10.0.33.192,1,1
67.858162317832,node[49],10.0.33.192,69.733632622371,70.858162317832,10.0.33.192,10.0.33.192,1,1
67.858162328697,node[18],10.0.33.192,69.733632633018,70.858162328697,10.0.33.192,10.0.33.192,1,1
67.858162332816,node[190],10.0.33.192,69.733632630672,70.858162332816,10.0.33.192,10.0.33.192,1,1
67.858162371894,node[254],10.0.33.192,69.733632667742,70.858162371894,10.0.33.192,10.0.33.192,1,1
67.858162408553,node[55],10.0.33.192,67.91044186214,70.858162408553,10.0.33.192,10.0.33.192,1,1
67.85819473425,node[278],10.0.60.111,70.212650301112,70.85819473425,10.0.60.111,10.0.60.111,1,1
67.858194949531,node[237],10.0.60.111,70.212650516393,70.858194949531,10.0.60.111,10.0.60.111,1,1
67.858194985737,node[36],10.0.60.111,70.212650552599,70.858194985737,10.0.60.111,10.0.60.111,1,1
67.858194987599,node[186],10.0.60.111,70.212650554461,70.858194987599,10.0.60.111,10.0.60.111,1,1
67.858194994686,node[206],10.0.60.111,70.212650561548,70.858194994686,10.0.60.111,10.0.60.111,1,1
67.858195005347,node[153],10.0.60.111,70.212650572209,70.858195005347,10.0.60.111,10.0.60.111,1,1
67.858195012154,node[148],10.0.60.111,70.212650579016,70.858195012154,10.0.60.111,10.0.60.111,1,1
67.858195054674,node[84],10.0.60.111,70.212650621536,70.858195054674,10.0.60.111,10.0.60.111,1,1
67.858328797896,node[71],10.0.74.253,69.365808788849,70.858328797896,10.0.74.253,10.0.74.253,1,1
67.858328849205,node[81],10.0.74.253,69.365808840614,70.858328849205,10.0.74.253,10.0.74.253,1,1
67.858328881595,node[200],10.0.74.253,69.36580886766,70.858328881595,10.0.74.253,10.0.74.253,1,1
67.858328917481,node[37],10.0.74.253,69.365808901641,70.858328917481,10.0.74.253,10.0.74.253,1,1
