Node,Destination,Time_RERR,Time_RREQ,Time_RREP,RecoveryDelay
node[14],10.0.69.222,38.068286382042,38.21448526682,38.227346178267,0.15905979622500155
node[14],10.0.69.222,38.068286382042,38.21448526682,38.247515215714,0.17922883367200626
node[14],10.0.69.222,38.068286382042,38.21448526682,38.248095320536,0.1798089384940056
node[244],10.0.0.9,36.782474782143,36.784095599059,36.791070462615,0.008595680471998435
