2,8.98953,7
3,13.4675,10
4,16.4139,14
5,18.4582,17
6,20.3271,20
7,20.8663,24
8,21.6562,27
9,21.18,30
10,20.7551,34
11,20.9507,37
12,22.4966,40
13,23.2242,44
14,23.4099,47
15,23.512,50
16,22.5894,54
17,23.3434,57
18,24.5051,60
19,24.2899,64
20,24.8374,67
21,24.3843,69
22,22.8852,73
23,23.32,76
24,24.2509,79
25,24.0642,83
26,24.3808,86
27,24.9561,89
28,25.08,93
29,25.4255,96
30,25.2346,99
31,24.7575,103
32,24.701,105
33,24.4286,108
34,24.5684,112
35,24.9379,115
36,25.1848,118
37,25.4083,122
38,25.6989,125
39,25.9226,128
40,26.0373,130
41,25.7727,133
42,25.6466,136
43,25.1991,141
44,25.4608,143
45,25.5469,147
46,25.2022,152
47,24.8418,155
48,24.9715,158
49,25.1516,161
50,25.3929,165
51,25.7157,168
52,25.4793,171
53,25.141,175
54,25.0088,176
55,24.7804,181
56,24.4884,184
57,24.0563,188
58,23.9766,191
59,23.9314,195
60,24.0318,198
61,24.0025,200
62,23.8967,200
63,24.2151,200
64,23.9501,200
65,23.5702,200
66,23.4049,200
67,23.3755,200
68,23.4733,200
69,23.572,200
70,23.373,200
71,23.0557,200
72,23.1281,200
73,22.9303,200
74,22.5179,200
75,22.353,200
76,22.66,200
77,22.5604,200
78,22.6703,200
79,22.8617,200
80,22.8405,200
81,22.7308,200
82,22.7859,200
83,22.6138,200
84,22.4673,200
85,22.5993,200
86,22.8789,200
87,23.1199,200
88,22.9215,200
89,22.8177,200
90,22.7246,200
91,22.303,200
92,22.0683,200
93,22.0565,200
94,22.011,200
95,21.9154,200
96,21.8269,200
97,22.3718,200
98,22.8591,200
99,22.8556,200
100,22.86,200
101,22.5911,200
102,22.2256,200
103,22.201,200
104,22.2582,200
105,22.4068,200
106,22.2807,200
107,22.127,200
108,22.1017,200
109,21.9942,200
110,21.6849,200
111,21.3855,200
112,21.3019,200
113,21.4872,200
114,21.5818,200
115,21.2831,200
116,21.1204,200
117,21.5593,200
118,21.241,200
119,21.3624,200
120,21.2837,200
121,21.11,200
122,20.9163,200
123,20.4416,200
124,20.1803,200
125,20.2937,200
126,20.3733,200
127,20.4817,200
128,20.6214,200
129,20.3431,200
130,20.0974,200
131,19.928,200
132,19.7786,200
133,19.2559,200
134,18.9109,200
135,18.7824,200
136,18.7104,200
137,18.7005,200
138,18.3026,200
139,17.6966,200
140,17.6326,200
141,17.3862,200
142,16.7784,200
143,16.6219,200
144,16.8469,200
145,16.697,200
146,16.6561,200
147,16.0529,200
148,15.9542,200
149,16.0116,200
150,15.5875,200
151,15.4719,200
152,15.2792,200
153,15.363,200
154,15.0563,200
155,15.0334,200
156,14.8135,199
157,15.1563,200
158,15.1503,200
159,15.2302,200
160,15.1882,200
161,14.8745,198
162,14.6069,200
163,14.5287,200
164,14.2308,200
165,13.7396,200
166,13.5527,200
167,13.6922,200
168,13.6804,200
169,13.9219,200
170,14.391,200
171,14.6305,200
172,14.3954,200
173,14.2528,200
174,14.0223,200
175,14.151,200
176,14.6793,200
177,15.23,200
178,15.0232,200
179,14.871,200
180,14.7771,200
181,14.9652,200
182,14.8662,200
183,14.8405,200
184,14.9957,200
185,15.159,200
186,15.0058,200
187,14.9848,200
188,14.7389,200
189,15.0055,200
190,14.9369,200
191,14.7974,200
192,14.5773,200
193,14.3394,200
194,14.3635,200
195,14.343,200
196,14.0396,200
197,14.0514,200
198,14.2656,200
199,14.2823,200
200,14.2789,200
