localCbr	cdf
0.0	2.837153087106274e-6
0.0	5.674306174212548e-6
0.0	8.511459261318822e-6
0.0	0.000011348612348425097
0.0	0.00001418576543553137
0.0	0.000017022918522637643
0.0	0.000019860071609743918
0.0	0.000022697224696850193
0.0	0.000025534377783956468
0.0	0.00002837153087106274
0.0	0.000031208683958169015
0.0	0.000034045837045275286
0.0	0.000036882990132381565
0.0	0.000039720143219487836
0.0	0.00004255729630659411
0.0	0.000045394449393700386
0.0	0.00004823160248080666
0.0	0.000051068755567912936
0.0	0.00005390590865501921
0.0	0.00005674306174212548
0.0	0.00005958021482923176
0.0	0.00006241736791633803
0.0	0.00006525452100344431
0.0	0.00006809167409055057
0.0	0.00007092882717765685
0.0	0.00007376598026476313
0.0	0.0000766031333518694
0.0	0.00007944028643897567
0.0	0.00008227743952608195
0.0	0.00008511459261318822
0.0	0.0000879517457002945
0.0	0.00009078889878740077
0.0	0.00009362605187450705
0.0	0.00009646320496161332
0.0	0.0000993003580487196
0.0	0.00010213751113582587
0.0	0.00010497466422293214
0.0	0.00010781181731003842
0.0	0.0001106489703971447
0.0	0.00011348612348425096
0.0	0.00011632327657135724
0.0	0.00011916042965846352
0.0	0.00012199758274556978
0.0	0.00012483473583267606
0.0	0.00012767188891978234
0.0	0.00013050904200688862
0.0	0.0001333461950939949
0.0	0.00013618334818110115
0.0	0.00013902050126820742
0.0	0.0001418576543553137
0.0	0.00014469480744241998
0.0	0.00014753196052952626
0.0	0.00015036911361663254
0.0	0.0001532062667037388
0.0	0.00015604341979084507
0.0	0.00015888057287795135
0.0	0.00016171772596505762
0.0	0.0001645548790521639
0.0	0.00016739203213927018
0.0	0.00017022918522637643
0.0	0.0001730663383134827
0.0	0.000175903491400589
0.0	0.00017874064448769527
0.0	0.00018157779757480155
0.0	0.00018441495066190782
0.0	0.0001872521037490141
0.0	0.00019008925683612035
0.0	0.00019292640992322663
0.0	0.0001957635630103329
0.0	0.0001986007160974392
0.0	0.00020143786918454547
0.0	0.00020427502227165175
0.0	0.000207112175358758
0.0	0.00020994932844586427
0.0	0.00021278648153297055
0.0	0.00021562363462007683
0.0	0.0002184607877071831
0.0	0.0002212979407942894
0.0	0.00022413509388139564
0.0	0.00022697224696850192
0.0	0.0002298094000556082
0.0	0.00023264655314271447
0.0	0.00023548370622982075
0.0	0.00023832085931692703
0.0	0.0002411580124040333
0.0	0.00024399516549113956
0.0	0.00024683231857824587
0.0	0.0002496694716653521
0.0	0.00025250662475245837
0.0	0.0002553437778395647
0.0	0.0002581809309266709
0.0	0.00026101808401377723
0.0	0.0002638552371008835
0.0	0.0002666923901879898
0.0	0.00026952954327509604
0.0	0.0002723666963622023
0.0	0.0002752038494493086
0.0	0.00027804100253641485
0.0	0.00028087815562352115
0.0	0.0002837153087106274
