density	speed	localCbr
100	10	20.395326
100	10	36.20644
100	10	54.705802
100	10	47.834991
100	10	28.479215
100	10	8.12471
100	10	27.311064
100	10	37.43845
100	10	38.734415
100	10	21.202884
100	10	17.764664
100	10	20.669429
100	10	39.287775
100	10	16.28813
100	10	11.276775
100	10	51.286292
100	10	30.834348
100	10	38.234683
100	10	14.511335
100	10	46.131599
100	10	61.843206
100	10	13.890469
100	10	44.214209
100	10	55.602976
100	10	43.813965
100	10	46.834451
100	10	52.652147
100	10	53.804057
100	10	47.745808
100	10	42.297477
100	10	42.422618
100	10	14.717996
100	10	20.868765
100	10	45.0362
100	10	35.628708
100	10	50.673223
100	10	9.189559
100	10	13.191623
100	10	5.400243
100	10	45.196311
100	10	29.002692
100	10	24.0408
100	10	40.096367
100	10	36.519899
100	10	36.908538
100	10	26.330018
100	10	48.421082
100	10	17.372688
100	10	34.381256
100	10	43.456536
100	10	27.072092
100	10	19.758913
100	10	2.123182
100	10	33.885451
100	10	44.449932
100	10	66.286685
100	10	48.105622
100	10	24.874535
100	10	24.949737
100	10	45.643154
100	10	8.404727
100	10	25.592374
100	10	27.535019
100	10	32.920803
100	10	18.273527
100	10	9.224822
100	10	34.65371
100	10	43.113116
100	10	46.273426
100	10	33.051371
100	10	48.201249
100	10	38.878176
100	10	47.689766
100	10	36.202735
100	10	52.256847
100	10	47.139546
100	10	57.256984
100	10	46.919317
100	10	43.614558
100	10	44.965048
100	10	4.303385
100	10	8.796675
100	10	36.721559
100	10	43.461324
100	10	28.25376
100	10	34.697299
100	10	23.073178
100	10	8.114769
100	10	37.009863
100	10	40.298323
100	10	41.179337
100	10	21.375118
100	10	16.671392
100	10	35.80436
100	10	33.360655
100	10	30.04466
100	10	23.69566
100	10	43.283936
100	10	32.425027
100	10	54.517628
100	10	39.751496
100	10	49.649764
100	10	39.730808
100	10	10.407133
100	10	38.568508
100	10	46.490804
100	10	37.718672
100	10	42.96349
100	10	25.638162
100	10	49.65976
100	10	26.024125
100	10	21.51683
100	10	33.855551
100	10	33.899119
100	10	33.992624
100	10	19.24459
100	10	30.70212
100	10	30.540399
100	10	43.472086
100	10	25.018506
100	10	12.004518
100	10	13.631396
100	10	13.490252
100	10	41.843147
100	10	19.098383
100	10	31.981747
100	10	25.702661
100	10	13.203197
100	10	42.248202
100	10	50.59786
100	10	33.615186
100	10	41.778099
100	10	22.855695
100	10	8.45178
100	10	32.223459
100	10	26.078437
100	10	15.868607
100	10	17.277756
100	10	28.629306
100	10	30.008224
100	10	28.096818
100	10	11.818134
100	10	6.313717
100	10	8.21522
100	10	24.090066
100	10	20.936389
100	10	21.999244
100	10	27.431196
