2,8.98953,7
3,11.7456,10
4,12.9711,14
5,13.8526,17
6,14.7746,20
7,14.793,24
8,15.6184,27
9,15.8417,30
10,15.5723,34
11,15.7597,37
12,16.2844,40
13,16.1548,44
14,16.2831,47
15,16.3564,50
16,16.3327,54
17,16.3368,57
18,16.3015,60
19,16.1985,64
20,16.7246,67
21,16.8405,70
22,16.8112,74
23,16.8653,77
24,16.8934,80
25,16.4962,84
26,16.7747,87
27,16.7624,89
28,16.8973,93
29,16.9612,96
30,17.0041,99
31,17.0385,103
32,17.2669,105
33,17.2493,108
34,17.1617,111
35,16.9551,115
36,17.1984,118
37,17.3202,122
38,17.2025,125
39,17.1954,128
40,17.3725,129
41,17.0561,132
42,16.7543,136
43,16.8326,140
44,16.5746,145
45,16.7174,148
46,16.6992,152
47,16.8749,155
48,17.123,157
49,17.0487,161
50,16.9768,164
51,16.9888,167
52,17.0165,171
53,17.0868,173
54,17.0273,178
55,17.0717,181
56,17.0964,185
57,17.073,188
58,17.0169,192
59,17.0033,195
60,16.9781,198
61,16.9058,200
62,17.0961,200
63,17.0145,200
64,17.0018,200
65,16.8088,200
66,16.8898,200
67,16.9719,200
68,16.9107,200
69,16.7993,200
70,16.689,200
71,16.6159,200
72,16.6435,200
73,16.6966,200
74,16.6519,200
75,16.4447,200
76,16.5165,200
77,16.5329,200
78,16.2572,200
79,16.2429,200
80,16.0966,200
81,15.8512,200
82,15.56,200
83,15.4167,200
84,15.3327,200
85,15.0299,200
86,14.7982,200
87,14.6274,200
88,14.5389,200
89,14.3399,200
90,14.3539,200
91,14.3345,200
92,14.2285,200
93,14.1415,200
94,14.127,200
95,14.0183,200
96,13.9331,200
97,13.9078,200
98,13.8699,200
99,14.2435,200
100,14.5583,200
101,14.6622,200
102,14.7445,200
103,14.879,200
104,14.8875,200
105,14.8887,200
106,14.8357,200
107,14.6401,200
108,14.5491,200
109,14.5448,200
110,14.5664,200
111,14.4404,200
112,14.3577,200
113,14.3377,200
114,14.422,200
115,14.2779,200
116,13.9805,200
117,13.8843,200
118,13.7426,200
119,13.6981,200
120,13.63,200
121,13.6317,200
122,13.5549,200
123,13.7909,200
124,13.7451,200
125,13.9817,200
126,14.0151,200
127,14.1083,200
128,14.0715,200
129,14.1176,200
130,14.1605,200
131,14.0238,200
132,13.9706,200
133,13.9981,200
134,13.9179,200
135,13.8526,200
136,13.6156,200
137,13.3831,200
138,13.2837,200
139,13.1494,200
140,13.1903,200
141,13.0661,200
142,12.9147,200
143,12.8342,200
144,12.7592,200
145,12.6229,200
146,12.8503,200
147,13.1604,200
148,13.2957,200
149,13.3725,200
150,13.2246,200
151,13.1622,200
152,13.135,200
153,12.9243,200
154,12.9691,200
155,12.97,200
156,13.0849,200
157,13.3401,200
158,13.4623,200
159,13.3507,200
160,13.2637,200
161,13.0943,200
162,13.0085,200
163,12.9774,200
164,12.7913,200
165,12.6142,200
166,12.5277,200
167,12.5263,200
168,12.6492,200
169,12.5854,200
170,12.3313,200
171,12.286,200
172,12.204,200
173,11.9791,200
174,11.9249,200
175,11.781,200
176,11.9456,200
177,12.2606,200
178,12.3127,200
179,12.3995,200
180,12.2818,200
181,12.2515,200
182,12.1197,199
183,12.1224,200
184,12.2279,200
185,12.199,200
186,12.1692,200
187,12.0088,200
188,11.7195,200
189,11.6553,200
190,11.4643,200
191,11.2627,200
192,11.1732,200
193,11.1015,200
194,10.981,200
195,10.7737,200
196,10.6976,200
197,10.5511,200
198,10.3614,200
199,10.4473,200
200,10.4694,200
