30.003382764633,13.9475,aodv::Rreq,190,261,878.633,733.343,0,,0,296
30.003382825888,11.3148,aodv::Rreq,190,171,684.865,746.416,0,,1,296
30.003382827157,5.49395,aodv::Rreq,190,244,847.197,657.726,0,,0,296
30.003382922849,6.39553,aodv::Rreq,190,50,659.413,718.093,0,,1,296
30.003382936044,5.03529,aodv::Rreq,190,8,923.537,702.919,0,,1,296
30.003382959369,8.46936,aodv::Rreq,190,100,658.057,810.372,0,,2,296
30.003382965701,10.1218,aodv::Rreq,190,25,855.264,883.86,0,,1,296
30.003382968734,1.64267,aodv::Rreq,190,0,800,600,0,,0,296
30.003382969743,5.64869,aodv::Rreq,190,223,941.426,742.287,0,,1,296
30.003383030603,7.16561,aodv::Rreq,190,19,644.053,830.074,0,,2,296
30.003383050663,8.58561,aodv::Rreq,190,56,777.361,923.036,0,,1,296
30.003383051221,5.82947,aodv::Rreq,190,104,621.4,787.142,0,,2,296
30.003383069791,2.88851,aodv::Rreq,190,151,635.691,659.648,0,,0,296
30.003383076726,2.1347,aodv::Rreq,190,155,939.116,642.715,0,,1,296
30.003383098429,1.09876,aodv::Rreq,190,15,711.423,578.805,0,,2,296
30.003383099362,1.24308,aodv::Rreq,190,257,697.762,585.601,0,,2,296
30.003383101618,0.947424,aodv::Rreq,190,103,725.878,571.708,0,,4,296
30.003383101844,2.54634,aodv::Rreq,190,95,964.192,670.94,0,,2,296
30.00338312301,6.85317,aodv::Rreq,190,6,678.169,909.098,0,,1,296
30.003383124426,3.75028,aodv::Rreq,190,271,596.905,724.544,0,,0,296
30.003383125855,0.625475,aodv::Rreq,190,130,760.175,555.196,0,,2,296
30.003387875884,10.8817,aodv::Rrep,5,205,802.103,487.054,0,,1,296
30.003387929167,15.5597,aodv::Rrep,5,239,721.625,377.67,0,,4,296
30.003387932387,14.1831,aodv::Rrep,5,11,716.915,392.483,0,,3,296
30.003387963475,8.03185,aodv::Rrep,5,21,898.623,468.639,0,,0,296
30.003387975352,4.91653,aodv::Rrep,5,249,844.444,512.529,0,,1,296
30.003388021402,5.30992,aodv::Rrep,5,96,709.938,477.047,0,,1,296
30.003388048815,7.52114,aodv::Rrep,5,107,680.745,405.071,0,,5,296
30.003388091757,1.9981,aodv::Rrep,5,231,770.977,546.44,0,,1,296
30.003388094322,8.6503,aodv::Rrep,5,240,688.265,332.834,0,,1,296
30.003388108537,9.38305,aodv::Rrep,5,181,714.728,295.192,0,,1,296
30.003388122236,2.37689,aodv::Rrep,5,281,713.654,525.856,0,,2,296
30.00338812995,4.43908,aodv::Rrep,5,265,661.32,447.169,0,,1,296
30.003388147422,5.42187,aodv::Rrep,5,275,972.343,419.095,0,,0,296
30.003388169913,9.00653,aodv::Rrep,5,254,847,244.477,0,,1,296
